~id,~label,symbol:String,exp_hr_coeff:String,hr_pval:String
gene:ADAMTS10,Gene,ADAMTS10,0.179072,0.177408
gene:ADAMTS12,Gene,ADAMTS12,N/A,0.994909
gene:ADAMTS13,Gene,ADAMTS13,0.473198,0.534399
gene:ADAMTS14,Gene,ADAMTS14,N/A,0.995635
gene:ADAMTS15,Gene,ADAMTS15,N/A,0.670788
gene:ADAMTS16,Gene,ADAMTS16,N/A,0.994635
gene:ADAMTS17,Gene,ADAMTS17,N/A,0.994303
gene:ADAMTS18,Gene,ADAMTS18,0.416989,0.266175
gene:ADAMTS19,Gene,ADAMTS19,N/A,0.995002
gene:ADAMTS2,Gene,ADAMTS2,0.685239,0.732283
gene:ADAMTS20,Gene,ADAMTS20,0.221929,0.0865725
gene:ADAMTS3,Gene,ADAMTS3,N/A,0.994403
gene:ADAMTS4,Gene,ADAMTS4,N/A,0.994751
gene:ADAMTS5,Gene,ADAMTS5,N/A,0.995167
gene:ADAMTS6,Gene,ADAMTS6,N/A,N/A
gene:ADAMTS7,Gene,ADAMTS7,N/A,0.995234
gene:ADAMTS8,Gene,ADAMTS8,N/A,0.995039
gene:ADAMTS9,Gene,ADAMTS9,N/A,0.994913
gene:ADAMTSL1,Gene,ADAMTSL1,N/A,0.993927
gene:ADAMTSL2,Gene,ADAMTSL2,N/A,0.995735
gene:ADAMTSL3,Gene,ADAMTSL3,N/A,0.911819
gene:ADAMTSL4,Gene,ADAMTSL4,0.0337289,0.0079853
gene:ADAMTSL5,Gene,ADAMTSL5,N/A,N/A
gene:ADAP1,Gene,ADAP1,N/A,N/A
gene:ADAP2,Gene,ADAP2,N/A,N/A
gene:ADAR,Gene,ADAR,0.124107,0.0706258
gene:ADARB1,Gene,ADARB1,0.077251,0.0297558
gene:ADARB2,Gene,ADARB2,N/A,N/A
gene:ADAT1,Gene,ADAT1,N/A,N/A
gene:ADAT2,Gene,ADAT2,N/A,N/A
gene:ADAT3,Gene,ADAT3,N/A,N/A
gene:ADC,Gene,ADC,N/A,N/A
gene:ADCK1,Gene,ADCK1,N/A,N/A
gene:ADCK2,Gene,ADCK2,N/A,N/A
gene:ADCK3,Gene,ADCK3,N/A,N/A
gene:ADCK4,Gene,ADCK4,N/A,N/A
gene:ADCK5,Gene,ADCK5,N/A,N/A
gene:ADCY1,Gene,ADCY1,0.651409,0.708959
gene:ADCY10,Gene,ADCY10,N/A,0.995567
gene:ADCY10P1,Gene,ADCY10P1,N/A,N/A
gene:ADCY2,Gene,ADCY2,0.195051,0.0733425
gene:ADCY3,Gene,ADCY3,N/A,N/A
gene:ADCY4,Gene,ADCY4,0.867912,0.99998
gene:ADCY5,Gene,ADCY5,0.435223,0.374252
gene:ADCY6,Gene,ADCY6,0.151842,0.118895
gene:ADCY7,Gene,ADCY7,N/A,0.994913
gene:ADCY8,Gene,ADCY8,N/A,0.994735
gene:ADCY9,Gene,ADCY9,0.266508,0.298728
gene:ADCYAP1,Gene,ADCYAP1,N/A,N/A
gene:ADCYAP1R1,Gene,ADCYAP1R1,N/A,N/A
gene:ADD1,Gene,ADD1,N/A,0.995829
gene:ADD2,Gene,ADD2,0.0636827,0.0231922
gene:ADD3,Gene,ADD3,N/A,0.995091
gene:ADGB,Gene,ADGB,N/A,0.993965
gene:ADH1A,Gene,ADH1A,N/A,N/A
gene:ADH1B,Gene,ADH1B,N/A,N/A
gene:ADH1C,Gene,ADH1C,N/A,N/A
gene:ADH4,Gene,ADH4,N/A,N/A
gene:ADH5,Gene,ADH5,N/A,N/A
gene:ADH6,Gene,ADH6,N/A,N/A
gene:ADH7,Gene,ADH7,N/A,N/A
gene:ADHFE1,Gene,ADHFE1,N/A,N/A
gene:ADI1,Gene,ADI1,N/A,N/A
gene:ADIG,Gene,ADIG,N/A,N/A
gene:ADIPOQ,Gene,ADIPOQ,N/A,N/A
gene:ADIPOR1,Gene,ADIPOR1,N/A,N/A
gene:ADIPOR2,Gene,ADIPOR2,N/A,N/A
gene:ADIRF,Gene,ADIRF,N/A,N/A
gene:ADK,Gene,ADK,N/A,N/A
gene:ADM,Gene,ADM,N/A,N/A
gene:ADM2,Gene,ADM2,N/A,N/A
gene:ADM5,Gene,ADM5,N/A,N/A
gene:ADNP,Gene,ADNP,N/A,0.995282
gene:ADNP2,Gene,ADNP2,0.0524511,0.0154443
gene:ADO,Gene,ADO,N/A,N/A
gene:ADORA1,Gene,ADORA1,N/A,N/A
gene:ADORA2A,Gene,ADORA2A,N/A,N/A
gene:ADORA2B,Gene,ADORA2B,N/A,N/A
gene:ADORA3,Gene,ADORA3,N/A,N/A
gene:ADPGK,Gene,ADPGK,N/A,N/A
gene:ADPRH,Gene,ADPRH,N/A,N/A
gene:ADPRHL1,Gene,ADPRHL1,N/A,N/A
gene:ADPRHL2,Gene,ADPRHL2,N/A,N/A
gene:ADPRM,Gene,ADPRM,N/A,N/A
gene:ADRA1A,Gene,ADRA1A,N/A,0.994865
gene:ADRA1B,Gene,ADRA1B,N/A,N/A
gene:ADRA1D,Gene,ADRA1D,0.881037,0.999984
gene:ADRA2A,Gene,ADRA2A,N/A,N/A
gene:ADRA2B,Gene,ADRA2B,N/A,N/A
gene:ADRA2C,Gene,ADRA2C,N/A,N/A
gene:ADRB1,Gene,ADRB1,N/A,N/A
gene:ADRB2,Gene,ADRB2,N/A,N/A
gene:ADRB3,Gene,ADRB3,0.347093,0.38257
gene:ADRBK1,Gene,ADRBK1,N/A,N/A
gene:ADRBK2,Gene,ADRBK2,N/A,N/A
gene:ADRM1,Gene,ADRM1,N/A,N/A
gene:ADSL,Gene,ADSL,N/A,0.994547
gene:ADSS,Gene,ADSS,N/A,N/A
gene:ADSSL1,Gene,ADSSL1,0.0746963,0.0280357
gene:ADTRP,Gene,ADTRP,N/A,N/A
gene:AE000662.92,Gene,AE000662.92,N/A,N/A
gene:AEBP1,Gene,AEBP1,N/A,N/A
gene:AEBP2,Gene,AEBP2,N/A,N/A
gene:AEN,Gene,AEN,N/A,N/A
gene:AES,Gene,AES,N/A,N/A
gene:AF064858.6,Gene,AF064858.6,N/A,N/A
gene:AF131215.5,Gene,AF131215.5,N/A,N/A
gene:AF196779.12,Gene,AF196779.12,N/A,N/A
gene:AFAP1,Gene,AFAP1,N/A,0.995261
gene:AFAP1L1,Gene,AFAP1L1,N/A,N/A
gene:AFAP1L2,Gene,AFAP1L2,N/A,0.995956
gene:AFF1,Gene,AFF1,N/A,N/A
gene:AFF2,Gene,AFF2,N/A,0.995644
gene:AFF3,Gene,AFF3,N/A,0.950191
gene:AFF4,Gene,AFF4,0.202832,0.186008
gene:AFG3L1P,Gene,AFG3L1P,N/A,N/A
gene:AFG3L2,Gene,AFG3L2,N/A,N/A
gene:AFM,Gene,AFM,0.203748,0.273863
gene:AFMID,Gene,AFMID,N/A,N/A
gene:AFP,Gene,AFP,0.0301838,0.0065402
gene:AFTPH,Gene,AFTPH,N/A,N/A
gene:AGA,Gene,AGA,N/A,N/A
gene:AGAP1,Gene,AGAP1,N/A,0.994306
gene:AGAP10,Gene,AGAP10,N/A,N/A
gene:AGAP11,Gene,AGAP11,N/A,N/A
gene:AGAP2,Gene,AGAP2,N/A,0.994488
gene:AGAP2-AS1,Gene,AGAP2-AS1,N/A,N/A
gene:AGAP3,Gene,AGAP3,0.513,0.458172
gene:AGAP4,Gene,AGAP4,N/A,N/A
gene:AGAP5,Gene,AGAP5,N/A,N/A
gene:AGAP6,Gene,AGAP6,N/A,N/A
gene:AGAP7,Gene,AGAP7,N/A,N/A
gene:AGAP8,Gene,AGAP8,N/A,N/A
gene:AGAP9,Gene,AGAP9,N/A,N/A
gene:AGBL1,Gene,AGBL1,N/A,0.995864
gene:AGBL2,Gene,AGBL2,N/A,0.995875
gene:AGBL3,Gene,AGBL3,0.268389,0.2613
gene:AGBL4,Gene,AGBL4,N/A,N/A
gene:AGBL5,Gene,AGBL5,N/A,0.994082
gene:AGER,Gene,AGER,N/A,N/A
gene:AGFG1,Gene,AGFG1,0.385189,0.430252
gene:AGFG2,Gene,AGFG2,N/A,N/A
gene:AGGF1,Gene,AGGF1,0.0637691,0.010414
gene:AGK,Gene,AGK,N/A,N/A
gene:AGL,Gene,AGL,0.171576,0.165574
gene:AGMAT,Gene,AGMAT,N/A,N/A
gene:AGMO,Gene,AGMO,N/A,N/A
gene:AGO1,Gene,AGO1,0.648803,0.706684
gene:AGO2,Gene,AGO2,N/A,N/A
gene:AGO3,Gene,AGO3,0.0737205,0.0733857
gene:AGO4,Gene,AGO4,0.896917,0.999986
gene:AGPAT1,Gene,AGPAT1,N/A,N/A
gene:AGPAT2,Gene,AGPAT2,N/A,N/A
gene:AGPAT3,Gene,AGPAT3,N/A,N/A
gene:AGPAT4,Gene,AGPAT4,N/A,N/A
gene:AGPAT5,Gene,AGPAT5,N/A,N/A
gene:AGPAT6,Gene,AGPAT6,N/A,N/A
gene:AGPAT9,Gene,AGPAT9,N/A,N/A
gene:AGPS,Gene,AGPS,N/A,N/A
gene:AGR2,Gene,AGR2,N/A,N/A
gene:AGR3,Gene,AGR3,N/A,N/A
gene:AGRN,Gene,AGRN,0.905405,0.929642
gene:AGRP,Gene,AGRP,N/A,N/A
gene:AGT,Gene,AGT,0.323469,0.288052
gene:AGTPBP1,Gene,AGTPBP1,N/A,0.995478
gene:AGTR1,Gene,AGTR1,N/A,0.995164
gene:AGTR2,Gene,AGTR2,N/A,N/A
gene:AGTRAP,Gene,AGTRAP,N/A,N/A
gene:AGXT,Gene,AGXT,N/A,N/A
gene:AGXT2,Gene,AGXT2,N/A,N/A
gene:AHCTF1,Gene,AHCTF1,N/A,0.995098
gene:AHCY,Gene,AHCY,N/A,N/A
gene:AHCYL1,Gene,AHCYL1,N/A,N/A
gene:AHCYL2,Gene,AHCYL2,N/A,N/A
gene:AHDC1,Gene,AHDC1,N/A,0.995085
gene:AHI1,Gene,AHI1,N/A,N/A
gene:AHNAK,Gene,AHNAK,0.263726,0.0838429
gene:AHNAK2,Gene,AHNAK2,0.940394,0.941074
gene:AHR,Gene,AHR,N/A,0.994993
gene:AHRR,Gene,AHRR,N/A,0.976192
gene:AHSA1,Gene,AHSA1,N/A,N/A
gene:AHSA2,Gene,AHSA2,N/A,N/A
gene:AHSG,Gene,AHSG,N/A,0.996135
gene:AHSP,Gene,AHSP,N/A,N/A
gene:AICDA,Gene,AICDA,N/A,N/A
gene:AIDA,Gene,AIDA,N/A,N/A
gene:AIF1,Gene,AIF1,N/A,N/A
gene:AIF1L,Gene,AIF1L,N/A,N/A
gene:AIFM1,Gene,AIFM1,N/A,N/A
gene:AIFM2,Gene,AIFM2,N/A,N/A
gene:AIFM3,Gene,AIFM3,N/A,0.995641
gene:AIG1,Gene,AIG1,N/A,N/A
gene:AIM1,Gene,AIM1,0.736649,0.793804
gene:AIM1L,Gene,AIM1L,N/A,0.996204
gene:AIM2,Gene,AIM2,N/A,N/A
gene:AIMP1,Gene,AIMP1,N/A,N/A
gene:AIMP2,Gene,AIMP2,N/A,N/A
gene:AIP,Gene,AIP,N/A,N/A
gene:AIPL1,Gene,AIPL1,N/A,N/A
gene:AIRE,Gene,AIRE,N/A,N/A
gene:AJAP1,Gene,AJAP1,N/A,0.995172
gene:AJUBA,Gene,AJUBA,N/A,N/A
gene:AK1,Gene,AK1,N/A,N/A
gene:AK2,Gene,AK2,N/A,N/A
gene:AK3,Gene,AK3,N/A,N/A
gene:AK4,Gene,AK4,N/A,N/A
gene:AK5,Gene,AK5,0.204925,0.213607
gene:AK7,Gene,AK7,0.427648,0.387296
gene:AK8,Gene,AK8,N/A,N/A
gene:AK9,Gene,AK9,0.332131,0.333351
gene:AKAP1,Gene,AKAP1,N/A,N/A
gene:AKAP10,Gene,AKAP10,N/A,N/A
gene:AKAP11,Gene,AKAP11,N/A,0.985923
gene:AKAP12,Gene,AKAP12,0.154381,0.0470336
gene:AKAP13,Gene,AKAP13,0.453738,0.481907
gene:AKAP14,Gene,AKAP14,N/A,N/A
gene:AKAP17A,Gene,AKAP17A,N/A,N/A
gene:AKAP2,Gene,AKAP2,N/A,N/A
gene:AKAP3,Gene,AKAP3,0.487058,0.572055
gene:AKAP4,Gene,AKAP4,0.155732,0.144911
gene:AKAP5,Gene,AKAP5,N/A,N/A
gene:AKAP6,Gene,AKAP6,N/A,0.769317
gene:AKAP7,Gene,AKAP7,N/A,N/A
gene:AKAP8,Gene,AKAP8,0.146516,0.0966037
gene:AKAP8L,Gene,AKAP8L,N/A,N/A
gene:AKAP9,Gene,AKAP9,N/A,0.917145
gene:AKIP1,Gene,AKIP1,N/A,N/A
gene:AKIRIN1,Gene,AKIRIN1,N/A,N/A
gene:AKIRIN2,Gene,AKIRIN2,N/A,N/A
gene:AKNA,Gene,AKNA,N/A,0.996365
gene:AKNAD1,Gene,AKNAD1,N/A,0.995788
gene:AKR1A1,Gene,AKR1A1,N/A,N/A
gene:AKR1B1,Gene,AKR1B1,N/A,0.995666
gene:AKR1B10,Gene,AKR1B10,N/A,N/A
gene:AKR1B15,Gene,AKR1B15,N/A,N/A
gene:AKR1C1,Gene,AKR1C1,N/A,N/A
gene:AKR1C2,Gene,AKR1C2,N/A,N/A
gene:AKR1C3,Gene,AKR1C3,N/A,N/A
gene:AKR1C4,Gene,AKR1C4,N/A,N/A
gene:AKR1CL1,Gene,AKR1CL1,N/A,N/A
gene:AKR1D1,Gene,AKR1D1,N/A,N/A
gene:AKR1E2,Gene,AKR1E2,N/A,N/A
gene:AKR7A2,Gene,AKR7A2,N/A,N/A
gene:AKR7A3,Gene,AKR7A3,N/A,N/A
gene:AKR7L,Gene,AKR7L,N/A,N/A
gene:AKT1,Gene,AKT1,0.483347,0.522686
gene:AKT1S1,Gene,AKT1S1,N/A,N/A
gene:AKT2,Gene,AKT2,N/A,N/A
gene:AKT3,Gene,AKT3,2.89842e-08,0.993268
gene:AKTIP,Gene,AKTIP,N/A,N/A
gene:AL021546.6,Gene,AL021546.6,N/A,N/A
gene:AL022328.1,Gene,AL022328.1,N/A,N/A
gene:AL022344.4,Gene,AL022344.4,N/A,N/A
gene:AL031666.2,Gene,AL031666.2,N/A,N/A
gene:AL033381.1,Gene,AL033381.1,N/A,N/A
gene:AL035252.1,Gene,AL035252.1,N/A,N/A
gene:AL035406.1,Gene,AL035406.1,N/A,N/A
gene:AL035588.1,Gene,AL035588.1,N/A,N/A
gene:AL049747.1,Gene,AL049747.1,N/A,N/A
gene:AL109763.2,Gene,AL109763.2,N/A,N/A
gene:AL117190.3,Gene,AL117190.3,N/A,N/A
gene:AL118506.1,Gene,AL118506.1,N/A,N/A
gene:AL121753.1,Gene,AL121753.1,N/A,N/A
gene:AL121898.1,Gene,AL121898.1,N/A,N/A
gene:AL121963.1,Gene,AL121963.1,N/A,N/A
gene:AL132709.5,Gene,AL132709.5,N/A,N/A
gene:AL132709.8,Gene,AL132709.8,N/A,N/A
gene:AL132989.1,Gene,AL132989.1,N/A,N/A
gene:AL133247.2,Gene,AL133247.2,N/A,N/A
gene:AL133373.1,Gene,AL133373.1,N/A,N/A
gene:AL133481.1,Gene,AL133481.1,N/A,N/A
gene:AL136218.1,Gene,AL136218.1,N/A,N/A
gene:AL136376.1,Gene,AL136376.1,N/A,N/A
gene:AL136418.1,Gene,AL136418.1,N/A,N/A
gene:AL137026.1,Gene,AL137026.1,N/A,N/A
gene:AL139147.1,Gene,AL139147.1,N/A,N/A
gene:AL139396.1,Gene,AL139396.1,N/A,N/A
gene:AL161651.1,Gene,AL161651.1,N/A,N/A
gene:AL161784.1,Gene,AL161784.1,N/A,N/A
gene:AL162424.1,Gene,AL162424.1,N/A,N/A
gene:AL163636.6,Gene,AL163636.6,N/A,N/A
gene:AL353354.1,Gene,AL353354.1,N/A,N/A
gene:AL353354.2,Gene,AL353354.2,N/A,N/A
gene:AL353997.3,Gene,AL353997.3,N/A,N/A
gene:AL354898.1,Gene,AL354898.1,N/A,N/A
gene:AL355390.1,Gene,AL355390.1,N/A,N/A
gene:AL356356.1,Gene,AL356356.1,N/A,N/A
gene:AL358113.1,Gene,AL358113.1,N/A,N/A
gene:AL359736.1,Gene,AL359736.1,N/A,N/A
gene:AL360004.1,Gene,AL360004.1,N/A,N/A
gene:AL391152.1,Gene,AL391152.1,N/A,N/A
gene:AL391421.1,Gene,AL391421.1,N/A,N/A
gene:AL441883.1,Gene,AL441883.1,N/A,N/A
gene:AL445665.1,Gene,AL445665.1,N/A,N/A
gene:AL445989.1,Gene,AL445989.1,N/A,N/A
gene:AL583828.1,Gene,AL583828.1,N/A,N/A
gene:AL589765.1,Gene,AL589765.1,N/A,N/A
gene:AL590708.2,Gene,AL590708.2,N/A,N/A
gene:AL590714.1,Gene,AL590714.1,N/A,N/A
gene:AL590822.2,Gene,AL590822.2,N/A,N/A
gene:AL591684.1,Gene,AL591684.1,N/A,N/A
gene:AL592284.1,Gene,AL592284.1,N/A,N/A
gene:AL603965.1,Gene,AL603965.1,N/A,N/A
gene:AL627309.1,Gene,AL627309.1,N/A,N/A
gene:AL645608.1,Gene,AL645608.1,N/A,N/A
gene:AL645922.1,Gene,AL645922.1,N/A,N/A
gene:AL953854.2,Gene,AL953854.2,N/A,N/A
gene:ALAD,Gene,ALAD,N/A,N/A
gene:ALAS1,Gene,ALAS1,N/A,N/A
gene:ALAS2,Gene,ALAS2,N/A,N/A
gene:ALB,Gene,ALB,N/A,N/A
gene:ALCAM,Gene,ALCAM,N/A,N/A
gene:ALDH16A1,Gene,ALDH16A1,N/A,0.574593
gene:ALDH18A1,Gene,ALDH18A1,N/A,0.99429
gene:ALDH1A1,Gene,ALDH1A1,N/A,N/A
gene:ALDH1A2,Gene,ALDH1A2,N/A,0.995007
gene:ALDH1A3,Gene,ALDH1A3,0.256652,0.246841
gene:ALDH1B1,Gene,ALDH1B1,N/A,N/A
gene:ALDH1L1,Gene,ALDH1L1,0.551618,0.639784
gene:ALDH1L2,Gene,ALDH1L2,0.126339,0.087131
gene:ALDH2,Gene,ALDH2,N/A,N/A
gene:ALDH3A1,Gene,ALDH3A1,N/A,0.994171
gene:ALDH3A2,Gene,ALDH3A2,N/A,N/A
gene:ALDH3B1,Gene,ALDH3B1,N/A,N/A
gene:ALDH3B2,Gene,ALDH3B2,N/A,N/A
gene:ALDH4A1,Gene,ALDH4A1,N/A,0.9942
gene:ALDH5A1,Gene,ALDH5A1,N/A,N/A
gene:ALDH6A1,Gene,ALDH6A1,N/A,N/A
gene:ALDH7A1,Gene,ALDH7A1,N/A,N/A
gene:ALDH8A1,Gene,ALDH8A1,N/A,0.994984
gene:ALDH9A1,Gene,ALDH9A1,N/A,N/A
gene:ALDOA,Gene,ALDOA,N/A,N/A
gene:ALDOB,Gene,ALDOB,N/A,0.994924
gene:ALDOC,Gene,ALDOC,N/A,N/A
gene:ALG1,Gene,ALG1,N/A,N/A
gene:ALG10,Gene,ALG10,N/A,0.995896
gene:ALG10B,Gene,ALG10B,N/A,N/A
gene:ALG11,Gene,ALG11,N/A,0.995858
gene:ALG12,Gene,ALG12,N/A,N/A
gene:ALG13,Gene,ALG13,N/A,0.994885
gene:ALG14,Gene,ALG14,N/A,N/A
gene:ALG1L,Gene,ALG1L,N/A,N/A
gene:ALG1L2,Gene,ALG1L2,N/A,N/A
gene:ALG2,Gene,ALG2,N/A,N/A
gene:ALG3,Gene,ALG3,N/A,N/A
gene:ALG5,Gene,ALG5,N/A,N/A
gene:ALG6,Gene,ALG6,N/A,N/A
gene:ALG8,Gene,ALG8,N/A,0.994973
gene:ALG9,Gene,ALG9,N/A,N/A
gene:ALK,Gene,ALK,N/A,0.706384
gene:ALKBH1,Gene,ALKBH1,N/A,N/A
gene:ALKBH2,Gene,ALKBH2,N/A,N/A
gene:ALKBH3,Gene,ALKBH3,N/A,N/A
gene:ALKBH4,Gene,ALKBH4,N/A,N/A
gene:ALKBH5,Gene,ALKBH5,N/A,N/A
gene:ALKBH6,Gene,ALKBH6,N/A,N/A
gene:ALKBH7,Gene,ALKBH7,N/A,N/A
gene:ALKBH8,Gene,ALKBH8,N/A,N/A
gene:ALLC,Gene,ALLC,N/A,N/A
gene:ALMS1,Gene,ALMS1,0.542594,0.485539
gene:ALMS1P,Gene,ALMS1P,N/A,N/A
gene:ALOX12,Gene,ALOX12,N/A,N/A
gene:ALOX12B,Gene,ALOX12B,0.29228,0.333747
gene:ALOX15,Gene,ALOX15,N/A,N/A
gene:ALOX15B,Gene,ALOX15B,0.420235,0.550972
gene:ALOX5,Gene,ALOX5,N/A,0.994273
gene:ALOX5AP,Gene,ALOX5AP,N/A,N/A
gene:ALOXE3,Gene,ALOXE3,0.139473,0.0939309
gene:ALPI,Gene,ALPI,0.312242,0.425286
gene:ALPK1,Gene,ALPK1,0.25613,0.348881
gene:ALPK2,Gene,ALPK2,0.932426,0.952341
gene:ALPK3,Gene,ALPK3,0.682581,0.739792
gene:ALPL,Gene,ALPL,0.347717,0.468422
gene:ALPP,Gene,ALPP,0.0453827,0.0154879
gene:ALPPL2,Gene,ALPPL2,N/A,N/A
gene:ALS2,Gene,ALS2,N/A,0.96643
gene:ALS2CL,Gene,ALS2CL,N/A,0.99563
gene:ALS2CR11,Gene,ALS2CR11,N/A,N/A
gene:ALS2CR12,Gene,ALS2CR12,N/A,N/A
gene:ALX1,Gene,ALX1,N/A,N/A
gene:ALX3,Gene,ALX3,N/A,N/A
gene:ALX4,Gene,ALX4,N/A,0.995437
gene:ALYREF,Gene,ALYREF,N/A,N/A
gene:AMACR,Gene,AMACR,N/A,N/A
gene:AMBN,Gene,AMBN,N/A,N/A
gene:AMBP,Gene,AMBP,N/A,N/A
gene:AMBRA1,Gene,AMBRA1,N/A,0.996069
gene:AMD1,Gene,AMD1,N/A,N/A
gene:AMDHD1,Gene,AMDHD1,N/A,N/A
gene:AMDHD2,Gene,AMDHD2,N/A,N/A
gene:AMELX,Gene,AMELX,N/A,N/A
gene:AMELY,Gene,AMELY,N/A,N/A
gene:AMER1,Gene,AMER1,N/A,0.64538
gene:AMER2,Gene,AMER2,N/A,N/A
gene:AMER3,Gene,AMER3,N/A,0.995842
gene:AMFR,Gene,AMFR,N/A,N/A
gene:AMH,Gene,AMH,N/A,N/A
gene:AMHR2,Gene,AMHR2,N/A,N/A
gene:AMICA1,Gene,AMICA1,N/A,N/A
gene:AMIGO1,Gene,AMIGO1,N/A,N/A
gene:AMIGO2,Gene,AMIGO2,0.186336,0.164218
gene:AMIGO3,Gene,AMIGO3,0.0940228,0.0509257
gene:AMMECR1,Gene,AMMECR1,N/A,N/A
gene:AMMECR1L,Gene,AMMECR1L,N/A,N/A
gene:AMN,Gene,AMN,N/A,N/A
gene:AMN1,Gene,AMN1,N/A,N/A
gene:AMOT,Gene,AMOT,0.210429,0.112571
gene:AMOTL1,Gene,AMOTL1,N/A,0.995769
gene:AMOTL2,Gene,AMOTL2,N/A,N/A
gene:AMPD1,Gene,AMPD1,0.544879,0.604906
gene:AMPD2,Gene,AMPD2,N/A,0.995952
gene:AMPD3,Gene,AMPD3,0.121405,0.147351
gene:AMPH,Gene,AMPH,N/A,0.995396
gene:AMT,Gene,AMT,N/A,N/A
gene:AMTN,Gene,AMTN,N/A,N/A
gene:AMY1A,Gene,AMY1A,N/A,N/A
gene:AMY1B,Gene,AMY1B,N/A,N/A
gene:AMY1C,Gene,AMY1C,N/A,N/A
gene:AMY2A,Gene,AMY2A,N/A,0.995439
gene:AMY2B,Gene,AMY2B,N/A,N/A
gene:AMZ1,Gene,AMZ1,N/A,N/A
gene:AMZ2,Gene,AMZ2,N/A,N/A
gene:AMZ2P1,Gene,AMZ2P1,N/A,N/A
gene:ANAPC1,Gene,ANAPC1,0.065872,0.0338509
gene:ANAPC10,Gene,ANAPC10,N/A,N/A
gene:ANAPC11,Gene,ANAPC11,N/A,N/A
gene:ANAPC13,Gene,ANAPC13,N/A,N/A
gene:ANAPC15,Gene,ANAPC15,N/A,N/A
gene:ANAPC16,Gene,ANAPC16,N/A,N/A
gene:ANAPC2,Gene,ANAPC2,N/A,N/A
gene:ANAPC4,Gene,ANAPC4,N/A,N/A
gene:ANAPC5,Gene,ANAPC5,N/A,N/A
gene:ANAPC7,Gene,ANAPC7,N/A,N/A
gene:ANG,Gene,ANG,N/A,N/A
gene:ANGEL1,Gene,ANGEL1,N/A,N/A
gene:ANGEL2,Gene,ANGEL2,N/A,N/A
gene:ANGPT1,Gene,ANGPT1,N/A,N/A
gene:ANGPT2,Gene,ANGPT2,0.114969,0.0733871
gene:ANGPT4,Gene,ANGPT4,N/A,0.995006
gene:ANGPTL1,Gene,ANGPTL1,0.0434294,0.0140815
gene:ANGPTL2,Gene,ANGPTL2,N/A,0.994946
gene:ANGPTL3,Gene,ANGPTL3,N/A,N/A
gene:ANGPTL4,Gene,ANGPTL4,N/A,N/A
gene:ANGPTL5,Gene,ANGPTL5,0.0699923,0.0373349
gene:ANGPTL6,Gene,ANGPTL6,N/A,N/A
gene:ANGPTL7,Gene,ANGPTL7,N/A,N/A
gene:ANHX,Gene,ANHX,N/A,N/A
gene:ANK1,Gene,ANK1,N/A,0.994904
gene:ANK2,Gene,ANK2,0.564555,0.493651
gene:ANK3,Gene,ANK3,0.879922,0.906763
gene:ANKAR,Gene,ANKAR,0.15805,0.0510656
gene:ANKDD1A,Gene,ANKDD1A,N/A,N/A
gene:ANKDD1B,Gene,ANKDD1B,N/A,N/A
gene:ANKEF1,Gene,ANKEF1,N/A,N/A
gene:ANKFN1,Gene,ANKFN1,0.0864338,0.0431536
gene:ANKFY1,Gene,ANKFY1,N/A,0.994254
gene:ANKH,Gene,ANKH,N/A,N/A
gene:ANKHD1,Gene,ANKHD1,0.783869,0.82849
gene:ANKIB1,Gene,ANKIB1,N/A,0.995887
gene:ANKK1,Gene,ANKK1,0.237736,0.258923
gene:ANKLE1,Gene,ANKLE1,N/A,N/A
gene:ANKLE2,Gene,ANKLE2,N/A,0.994937
gene:ANKMY1,Gene,ANKMY1,N/A,N/A
gene:ANKMY2,Gene,ANKMY2,N/A,N/A
gene:ANKRA2,Gene,ANKRA2,N/A,N/A
gene:ANKRD1,Gene,ANKRD1,N/A,N/A
gene:ANKRD10,Gene,ANKRD10,N/A,N/A
gene:ANKRD11,Gene,ANKRD11,0.284505,0.149922
gene:ANKRD12,Gene,ANKRD12,0.333746,0.363386
gene:ANKRD13A,Gene,ANKRD13A,0.247754,0.235268
gene:ANKRD13B,Gene,ANKRD13B,N/A,N/A
gene:ANKRD13C,Gene,ANKRD13C,N/A,N/A
gene:ANKRD13D,Gene,ANKRD13D,N/A,N/A
gene:ANKRD16,Gene,ANKRD16,N/A,N/A
gene:ANKRD17,Gene,ANKRD17,0.316585,0.241409
gene:ANKRD18A,Gene,ANKRD18A,N/A,0.995611
gene:ANKRD18B,Gene,ANKRD18B,N/A,N/A
gene:ANKRD18DP,Gene,ANKRD18DP,N/A,N/A
gene:ANKRD19P,Gene,ANKRD19P,0.773953,0.827936
gene:ANKRD2,Gene,ANKRD2,N/A,N/A
gene:ANKRD20A1,Gene,ANKRD20A1,N/A,N/A
gene:ANKRD20A11P,Gene,ANKRD20A11P,N/A,N/A
gene:ANKRD20A19P,Gene,ANKRD20A19P,N/A,0.994835
gene:ANKRD20A2,Gene,ANKRD20A2,N/A,N/A
gene:ANKRD20A3,Gene,ANKRD20A3,N/A,N/A
gene:ANKRD20A4,Gene,ANKRD20A4,N/A,N/A
gene:ANKRD20A5P,Gene,ANKRD20A5P,N/A,N/A
gene:ANKRD20A8P,Gene,ANKRD20A8P,N/A,0.994873
gene:ANKRD22,Gene,ANKRD22,N/A,N/A
gene:ANKRD23,Gene,ANKRD23,N/A,N/A
gene:ANKRD24,Gene,ANKRD24,0.0213824,0.00863967
