"Gene","Clinically_Sig"
"CCDC38",0
"SLC10A2",0
"EFNB2",0
"LATS2",0
"PPP1R13B",0
"POTEG",0
"OR4K13",0
"RNASE2",0
"TRAV20",0
"NRDE2",0
"TTC7B",0
"UBR7",0
"SERPINA6",0
"SNORD116.6",0
"FBN1",1
"CORO2B",0
"NOX5",0
"PARP6",0
"AP3B2",0
"C15orf32",0
"EME2",0
"METTL9",0
"C16orf82",0
"CDIPT",0
"HEATR3",0
"MT2A",0
"RBFOX1",0
"FOXC2",1
"TCF25",0
"PLD6",0
"AC015849.16",0
"GGNBP2",0
"KRTAP9.3",0
"KRT36",0
"STAT5A",0
"SOST",0
"HEXIM1",0
"SPNS3",0
"ABI3",0
"FAM117A",0
"TOM1L1",0
"APPBP2",0
"CACNG5",0
"CLEC10A",0
"RAB37",0
"ARMC7",0
"IMPACT",0
"TAF4B",0
"MRO",0
"SERPINB2",0
"ZNF136",0
"OR7A10",0
"CYP4F8",0
"OR10H4",0
"YJEFN3",0
"ZNF829",0
"ZNF607",0
"SYCN",0
"CYP2F1",0
"ATP1A3",1
"PSG6",0
"KCNN4",0
"ZNF284",0
"ZNF226",0
"CKM",0
"TMEM143",0
"SIGLEC8",0
"SIGLEC14",0
"ZNF28",0
"ZNF160",0
"ZNF415",0
"ZNF765",0
"MIR498",0
"MIR1283.1",0
"CTD.2583A14.10",0
"DRAM2",1
"CHIA",0
"MTHFR",1
"PRAMEF1",0
"MTMR11",0
"RFX5",1
"NBPF18P",0
"SPRR1B",0
"SPRR2B",0
"SYT11",0
"OR10T2",0
"OR6K3",0
"DCAF8",0
"FCGR3A",0
"FCGR3B",0
"FMO3",1
"FMO2",0
"TEX35",0
"CAMSAP2",0
"PHLDA3",0
"MYBPH",0
"IKBKE",0
"OR2M7",0
"OR2T34",0
"ERMAP",0
"DNAJC6",1
"ZRANB2",0
"DNAJB4",0
"TTLL7",0
"ZNF644",0
"PDYN",1
"BPIFB4",0
"ADAM33",0
"MATN4",0
"FAM217B",0
"KRTAP10.3",0
"KRTAP12.2",0
"RTCB",0
"TMEM182",0
"CLASP1",0
"GTDC1",0
"PKP4",0
"TLK1",0
"DCAF17",0
"SESTD1",0
"RFTN2",0
"CASP10",0
"CTLA4",1
"MREG",0
"WNT10A",1
"STK11IP",0
"UGT1A7",0
"RBM44",0
"TRAF3IP1",1
"KIF3C",0
"XDH",1
"AFTPH",0
"CMPK2",0
"RNF144A",0
"DQX1",0
"FUNDC2P2",0
"KIDINS220",1
"PHLDB2",0
"IQSEC1",0
"CEP63",1
"CNTN6",0
"ARHGEF26",0
"PCYT1A",1
"STAC",0
"ULK4",0
"NSUN3",0
"ADH1A",0
"BBS12",1
"ANKRD50",0
"ZNF827",0
"FGB",1
"CD38",0
"TMEM144",0
"LGI2",0
"PGM2",0
"GRPEL1",0
"EREG",0
"NUP54",0
"SLC6A19",1
"PCDHA11",0
"PCDHB10",0
"GABRG2",1
"BTNL3",0
"DAB2",0
"SPZ1",0
"ZCCHC9",0
"ZDHHC11",0
"XRCC4",1
"NR2E1",0
"CEP57L1",0
"AK9",0
"SLC17A2",0
"OR10C1",0
"OR2H1",0
"TRIM40",0
"PI16",0
"COL21A1",0
"PPP1R3A",0
"MDFIC",0
"ANKRD7",0
"GCC1",0
"ATP6V0A4",1
"AGK",1
"TRBV2",0
"TRBV28",0
"TRBC2",0
"FERD3L",0
"KIAA0895",0
"OR2AE1",0
"MTMR9",0
"TRAPPC9",1
"SLC18A1",0
"TACC1",0
"MCM4",0
"RGS20",0
"SLC26A7",1
"BAAT",0
"SLC46A2",0
"NDUFA8",1
"PTRH1",0
"NCS1",0
"GTF3C4",0
"MLLT3",0
"RP11.399D6.2",0
"PTENP1",0
"ZCCHC6",0
"SLC25A53",0
"PIH1D3",0
"ZCCHC16",0
"CT45A5",0
"CXorf66",0
"PDHA1",1
"CXorf21",0
"FTHL17",0
"JADE3",0
"RIBC1",0
"POU3F4",1
"DNA2",0
"UNC93B1",1
"MPP5",0
"THBS1",0
"SNX29",0
"ALDOA",0
"NECAB2",0
"PPP1R1B",0
"TBC1D17",0
"EYA2",0
"PROKR1",0
"EGR4",0
"VEPH1",0
"SETD2",1
"CAMK1",0
"EZR",0
"ZMIZ2",0
"C9orf106",0
"TUBB4B",0
"PFKP",0
"OR4B1",0
"VIPAS39",1
"CCPG1",0
"GSE1",0
"KRTAP9.2",0
"PITPNC1",0
"MFSD6L",0
"USP14",0
"ANKRD34A",0
"STK35",0
"CSE1L",0
"SLC2A4RG",0
"DCTN1",0
"IL17RE",0
"TNPO1",0
"DENND3",0
"RBMX",0
"NONO",1
"PKD2L1",0
"BTRC",0
"CELF2",0
"ATRNL1",0
"NUDT5",0
"CUZD1",0
"TUBGCP2",0
"RP11.85G18.6",0
"FAM21C",0
"ARHGAP22",0
"SH2D4B",0
"PPP2R1B",0
"NXPE4",0
"ADAMTS15",0
"PDE3B",0
"LDHC",0
"LDLRAD3",0
"STIM1",0
"OR51F1",0
"OR51F2",0
"HBB",1
"HBG1",0
"HBG2",0
"OR51I1",0
"BSCL2",1
"NXF1",0
"OR6A2",0
"IPO7",0
"WEE1",0
"SPIC",0
"IFT81",1
"ZNF10",0
"PIK3C2G",0
"RECQL",0
"MIR920",0
"TEAD4",0
"PARP11",0
"GXYLT1",0
"SLC38A2",0
"OR6C74",0
"CPM",0
"APOBEC1",0
"ERCC5",1
"FOXO1",0
"DGKH",0
"CPB2",0
"PPP1R2P4",0
"TBC1D4",0
"OR4M1",0
"OR10G3",0
"TRAV2",0
"TRAV24",0
"TRAV29DV5",0
"SCFD1",0
"LRR1",0
"PTGER2",0
"PELI2",0
"PSMA3",0
"KIAA0586",1
"DACT1",0
"MAX",1
"ESRRB",1
"GSTZ1",0
"TSHR",1
"STON2",0
"DICER1",1
"MEF2A",0
"PCSK6",0
"OR4F6",0
"HERC2P2",0
"SNORD115.2",0
"GABRA5",1
"GABRG3",0
"FAN1",0
"LIPC",1
"CLPX",0
"IQCH",0
"C15orf39",0
"CIB2",1
"PSMA4",0
"TMC3",0
"RP11.1186N24.5",0
"RP11.368J21.3",0
"UBN1",0
"CAPNS2",0
"MFAP4",0
"TMEM11",0
"SPAG5",0
"RHOT1",0
"FBXL20",0
"STARD3",0
"ATP2A3",0
"KRT10",1
"EFCAB13",0
"TBX21",0
"SLC52A1",0
"NLRP1",0
"CA4",1
"TEX2",0
"KCNJ2",1
"MGAT5B",0
"TNRC6C",0
"KLHL14",0
"DLGAP1",0
"RIT2",0
"SERPINB10",0
"TMX3",0
"VAPA",0
"LPHN1",1
"ZNF675",0
"ZNF461",0
"ZNF585B",0
"SPTBN4",1
"CEACAM21",0
"PSG11",0
"PLIN5",0
"PPFIA3",1
"TRPM4",1
"RPS11",0
"SIGLEC7",0
"SIGLEC10",0
"ZNF418",0
"OR7D4",0
"CLCN6",0
"SMCP",0
"SPRR2E",0
"ZBTB7B",0
"OR10K1",0
"OR10R2",0
"OR10J5",0
"DEDD",0
"NDUFS2",1
"SDHB",1
"IGFN1",0
"IRF6",1
"LYPLAL1",0
"BPNT1",0
"MARC2",0
"PSEN2",0
"HTR1D",0
"OR2G6",0
"ZNF692",0
"RSPO1",0
"KCNQ4",1
"CDC20",1
"DPH2",1
"PRDX1",1
"OMA1",0
"GBP1",0
"GBP1P1",0
"AGRN",1
"SIRPB1",0
"KIF3B",0
"GGT7",0
"CPNE1",0
"C20orf27",0
"MYBL2",0
"TOX2",0
"R3HDML",0
"ZNF334",0
"SLC2A10",1
"DPM1",1
"OPRL1",0
"HSPA13",0
"BACH1",0
"KRTAP21.1",0
"C21orf128",0
"ZDHHC8",0
"SPECC1L",0
"KREMEN1",0
"SBF1",0
"IL1RL1",0
"GLI2",1
"POTEF",0
"SMPD4",1
"GPR148",0
"ARHGEF4",0
"MCM6",0
"RND3",0
"GPD2",0
"FRZB",0
"INPP1",0
"HECW2",1
"AC010731.4",0
"FN1",1
"EPHA4",0
"MOGAT1",0
"UGT1A8",0
"SPP2",0
"NDUFA10",1
"AGXT",1
"POMC",0
"EML4",0
"C2orf61",0
"MSH2",1
"EHBP1",0
"MCEE",0
"SFXN5",0
"KDM3A",0
"AC097374.2",0
"TMEM131",0
"EIF5B",0
"TBC1D23",0
"TMPRSS7",0
"DRD3",0
"CASR",1
"ALG1L",0
"CHST13",0
"RAF1",1
"FBLN2",0
"GPR171",0
"IQCJ",0
"TBCCD1",0
"RTP2",0
"CPN2",0
"ACAP2",0
"IQCG",0
"GPD1L",0
"TMPPE",0
"WDR48",0
"TMEM110",0
"MAGI1",0
"C3orf38",0
"SRGAP3",1
"MTMR14",0
"CLDND1",0
"ADH7",0
"IL2",0
"TKTL2",0
"TMA16",0
"NEIL3",0
"FRG2",0
"UBE2K",0
"GUF1",0
"NOA1",0
"CRMP1",0
"TECRL",1
"RUFY3",0
"ALB",1
"LPCAT1",0
"PTTG1",0
"UNC5A",0
"LMBRD2",0
"CARD6",0
"C6",1
"ASCC3",1
"VNN3",0
"CITED2",0
"LPAL2",0
"RPS6KA2",0
"FAM120B",0
"EGFL8",0
"CDKN1A",1
"CPNE5",0
"PTP4A1",0
"SENP6",0
"RIPPLY2",0
"SLC12A9",0
"TRIP6",0
"FAM3C",0
"CLEC5A",0
"TRBV6.1",0
"PRSS3P2",0
"ZNF398",0
"GIMAP4",0
"EN2",0
"GPR141",0
"ZNF479",0
"RHBDD2",0
"SAMD9L",0
"PEG10",0
"DYNC1I1",0
"DCSTAMP",0
"TRPS1",1
"NSMCE2",0
"RECQL4",1
"NAT1",0
"STC1",0
"HOOK3",0
"PPP1R42",0
"PI15",0
"PKIA",0
"PAG1",0
"CALB1",0
"CORO2A",0
"DAB2IP",0
"OLFML2A",0
"ZNF79",0
"CEL",0
"TMEM141",0
"PHPT1",0
"IFNA5",0
"DMRTA1",0
"ELAVL2",0
"UHRF2",0
"TLE4",0
"DAPK1",0
"FBP2",0
"NXF2",0
"CLCN4",1
"AMOT",0
"WDR44",0
"CUL4B",1
"XIAP",1
"OCRL",1
"EGFL6",0
"TMEM185A",0
"FANCB",0
"MOSPD2",0
"EMD",1
"PLXNA3",0
"MPP1",0
"RAI2",0
"PHKA2",1
"NR0B1",1
"KRBOX4",0
"SSX7",0
"RRAGB",0
"KLF8",0
"ZXDA",0
"AR",1
"SNX12",0
"OGT",0
"VCX",0
"FAM9A",0
"HSPA12A",0
"FUT11",0
"CYP2C19",0
"OR8D1",0
"PRDM10",0
"TUB",0
"TCHP",0
"P2RX7",0
"ERC1",0
"PPP1R1A",0
"SLC39A5",1
"TMTC2",0
"ADSSL1",1
"MOAP1",0
"WDR76",0
"CYP1A1",0
"ULK3",0
"USP31",0
"ZNF597",0
"MYO1D",0
"SLFN12L",0
"SPATA32",0
"NXPH3",0
"CHRNE",1
"CA10",0
"DYM",1
"TLE6",0
"MYBPC2",0
"ZNF813",0
"WARS2",1
"RGS5",0
"GPA33",0
"ITPKB",0
"CNR2",0
"CEP85",0
"WDTC1",0
"TGM6",1
"FAM209A",0
"FAM209B",0
"ZBTB21",0
"HPS4",1
"SLC35E4",0
"TTLL1",0
"FAR2P1",0
"TBR1",0
"ASXL2",0
"LRPPRC",1
"MOGS",1
"LRRTM1",0
"SGOL1",0
"TDGF1",0
"SLC25A26",0
"LMCD1",0
"AIMP1",1
"RRH",0
"LIN54",0
"DSPP",0
"STPG2",0
"TSLP",0
"AFF4",0
"TCERG1",0
"NSD1",1
"FAM153A",0
"TBC1D9B",0
"UTP15",0
"PCSK1",1
"RNF144B",0
"TTBK1",0
"OOEP",0
"ABCF2",0
"HTR5A.AS1",0
"GNG11",0
"SNTB1",0
"KIAA1456",0
"CNOT7",0
"ESRP1",1
"PNPLA7",0
"SPATA31A2",0
"SPATA31A7",0
"BHLHB9",0
"ATG4A",0
"GUCY2F",0
"IL13RA2",0
"RAB33A",0
"PHF6",1
"MAGEA12",0
"PDZD4",0
"ZNF674",0
"TIMM17B",0
"DGKK",0
"MAGT1",1
"SLK",0
"SLC18A2",0
"INPP5F",0
"NPS",0
"VIM",0
"RET",1
"PANK1",0
"KDELC2",0
"IL10RA",1
"OR8B2",0
"ACCSL",0
"OR51B2",0
"OR52B6",0
"MS4A6A",0
"BRMS1",0
"RHOD",0
"GPR152",0
"SLC17A8",1
"CRY1",0
"TAS2R46",0
"CHFR",0
"LRMP",0
"PPFIBP1",0
"CPNE8",0
"CCDC65",0
"KRT75",0
"METTL7B",0
"PMEL",0
"XPOT",0
"CAPS2",0
"ELK3",0
"APAF1",0
"SHISA2",0
"NEK3",0
"MOK",0
"RNASE11",0
"TTC6",0
"TOMM20L",0
"SNORD115.4",0
"SPG11",1
"GATM",1
"SLC27A2",0
"SCAMP5",0
"CSPG4",0
"TPSAB1",0
"NOMO1",0
"LONP2",0
"IRX6",0
"HPR",0
"ACACA",0
"DBF4B",0
"HOXB3",0
"IGF2BP1",0
"SPAG9",0
"MRC2",0
"GNA13",0
"ABCA10",0
"CD300LF",0
"GRB2",0
"P4HB",0
"CABLES1",0
"PSTPIP2",0
"VPS4B",0
"FKBP8",0
"HAMP",0
"ZFP14",0
"ZNF585A",0
"TIMM50",1
"BLVRB",0
"TGFB1",0
"CEACAM20",0
"MEIS3",0
"RASIP1",0
"FAM71E1",0
"KIR3DX1",0
"SYT5",0
"ZNF8",0
"SLC27A5",0
"SH2D3A",0
"ELAVL1",0
"KIAA1324",0
"RBM15",0
"MAGI3",0
"PRDM2",0
"SLC27A3",0
"RHBG",0
"CADM3",0
"DARC",0
"TOR1AIP1",1
"LHX4",0
"C1orf222",0
"ELK4",0
"RAB3GAP2",1
"JMJD4",0
"CNKSR1",0
"GRIK3",0
"ZNF326",0
"PLAGL2",0
"RBM12",0
"C20orf24",0
"TMEM230",0
"RP5.850E9.3",0
"TMX4",0
"AP000295.9",0
"DYRK1A",1
"IGLV7.46",0
"CKAP2L",1
"CCDC74B",0
"SCG2",0
"PID1",1
"SP110",1
"SP140",0
"DYSF",1
"SMYD5",0
"IGKV3D.11",0
"ASTL",0
"CNNM4",1
"C3orf58",0
"GOLIM4",0
"CCR8",0
"ZNF501",0
"LMOD3",1
"POU1F1",1
"ADH1B",0
"NPNT",0
"PAPSS1",0
"HSP90AB2P",0
"ELF2",0
"MAB21L2",1
"SPCS3",0
"ANKRD37",0
"TXK",0
"TEC",1
"SCFD2",0
"UGT2A3",0
"CXCL1",0
"BMP3",0
"FAM175A",0
"ROPN1L",0
"PDLIM4",0
"PSD2",0
"CPEB4",0
"SLC9A3",1
"PHACTR1",0
"KDM1B",0
"DCDC2",0
"ZFP57",1
"C6orf222",0
"HSP90AB1",0
"TCTE1",0
"GPR115",0
"TMEM30A",0
"IMPG1",1
"WASL",0
"FSCN3",0
"MKRN1",0
"OR9A4",0
"EVX1",0
"UPP1",0
"ZNF733P",0
"STEAP1",0
"ARHGEF10",0
"SCARA3",0
"CA1",1
"MAMDC4",0
"CNTFR",0
"NOL8",0
"LAMP2",1
"PLCXD1",0
"PTCHD1",0
"SRPX",0
"RPS4Y1",0
"UPF2",0
"ZSWIM8",0
"NDUFV1",0
"ANKDD1A",0
"MEX3B",0
"PRMT7",1
"SLC50A1",0
"KDM5B",1
"DNMT3B",1
"MORC3",0
"GPR45",0
"METTL14",0
"FSTL4",0
"FBXO10",0
"SPATA31A1",0
"EDRF1",0
"PPP1CA",0
"ERBB3",1
"STAC3",0
"CD4",0
"ALDH1A3",1
"RPAIN",0
"STX8",0
"IFNLR1",0
"NF2",1
"C3orf17",0
"FOXF2",0
"SLC22A3",0
"ACTR3B",0
"NCOA2",0
"SNX30",0
"SLC2A8",0
"DUSP9",0
"OR52R1",0
"CAPN5",0
"ST5",0
"TMEM19",0
"C3AR1",0
"RP11.468E2.6",0
"RIPK3",0
"SPATA8",0
"PRSS22",0
"C17orf103",0
"KRT31",0
"SLC25A10",1
"ZNF486",0
"CCNE1",0
"TTYH1",0
"RAB6C.AS1",0
"COBLL1",0
"C2orf70",0
"AUP1",0
"HAVCR2",0
"TAS2R1",0
"STRIP2",0
"FAM183B",0
"CHCHD2",0
"TRIM50",0
"NR6A1",1
"WDR38",0
"SHOX",1
"SPAG6",0
"ARHGAP12",0
"LDB3",0
"MMP3",0
"POU2AF1",0
"CCDC73",0
"OR4C13",0
"OR4C11",0
"MAP3K11",0
"XRRA1",0
"E2F7",0
"MLNR",0
"OR1F1",0
"SHCBP1",0
"RLTPR",1
"CYB5B",0
"SERPINB5",0
"TYK2",1
"EGLN2",0
"ATP5SL",0
"CTTNBP2NL",0
"CSDE1",0
"SMG5",0
"XCL2",0
"OR2T5",0
"SGIP1",0
"ADNP",1
"LIPI",0
"TM4SF4",0
"SEC24A",0
"KCNMB1",0
"F2RL2",0
"FASTKD3",0
"CYB5R4",0
"AC005013.5",0
"PDGFRL",0
"STAU2",0
"TMOD1",0
"SAGE1",0
"GPAM",0
"CCDC172",0
"HTRA1",1
"FAM107B",0
"BAMBI",0
"ARID5B",0
"RUFY2",0
"RGR",0
"OPN4",0
"HHEX",0
"FOXRED1",1
"OR8K1",0
"OR5AR1",0
"ZP1",1
"OR52W1",0
"SF3B2",1
"KRTAP5.10",0
"GRM5",0
"CLEC7A",0
"FICD",0
"ATP6V0A2",1
"PUS1",1
"RERGL",0
"YARS2",1
"SYT10",0
"TROAP",0
"ESPL1",0
"ZBTB39",0
"AGAP2",0
"FOXJ2",0
"TMCC3",0
"MIR1251",0
"TUBGCP3",0
"STOML3",0
"ESD",0
"HTR2A",0
"GPR183",0
"GNG2",0
"DLGAP5",0
"GALC",1
"MAP2K1",1
"HBA2",0
"SLX4",1
"PHKB",1
"NAE1",0
"PDP2",0
"C16orf70",0
"KARS",1
"CDRT15",0
"GOSR1",0
"C17orf102",0
"OR1E1",0
"RAPGEFL1",0
"CBX1",0
"MRPL27",0
"MARCH10",0
"RGS9",1
"SLC16A6",0
"C17orf74",0
"EVPL",0
"RCVRN",0
"SLC39A6",0
"FBL",0
"ZNF283",0
"ERCC2",1
"LILRA4",0
"LENG8",0
"OVGP1",0
"REG4",0
"OR6N2",0
"ATP1A2",1
"UHMK1",0
"LMX1A",1
"RNASEL",1
"TNNT2",1
"TGFB2",1
"RP4.559A3.7",0
"ADCK3",1
"ACTA1",1
"RBM34",0
"MTR",1
"EXTL1",0
"WRAP73",0
"SNX7",0
"DEFB123",0
"TLDC2",0
"KRTAP26.1",0
"VPREB1",0
"RFPL2",0
"MERTK",1
"NTSR2",0
"CCDC74A",0
"GEN1",0
"PPP1R1C",0
"CCL20",0
"VIT",0
"XPO1",0
"MBOAT2",0
"ZBTB11",1
"KALRN",0
"PEX5L",0
"KLHL6",0
"NGLY1",1
"GOLGA4",0
"KLHDC8B",0
"RBM5",0
"SORBS2",0
"ZFP42",0
"PDS5A",0
"POLR2B",0
"YTHDC1",0
"UGT2B11",0
"SULT1E1",0
"ATOH1",0
"PCDHGB4",0
"FAM134B",0
"RICTOR",0
"C6orf118",0
"HFE",0
"HIST1H4D",0
"GRM4",0
"PACSIN1",0
"MOCS1",1
"OPN5",0
"SMAP1",0
"MMS22L",0
"PLOD3",1
"PNPLA8",1
"CPA1",0
"GIMAP5",0
"TWIST1",1
"LFNG",0
"HOXA4",0
"VSTM2A",0
"RFC2",0
"GRHL2",1
"NUDCD1",0
"BLK",0
"GSR",0
"IKBKB",1
"DEFA3",0
"DMRT2",0
"EPB41L4B",0
"DBH",1
"SH3GL2",0
"CNTNAP3B",0
"ABHD17B",0
"TEX13A",0
"AKAP14",0
"CASK",1
"LINC01155",0
"OR13A1",0
"AKR1C2",0
"DLG5",0
"DIXDC1",0
"SPA17",0
"CALCB",0
"OR4S1",0
"OR9G1",0
"CORO1B",0
"PGAM5",0
"SOX5",1
"ARHGEF7",0
"TDRD3",0
"UGGT2",0
"RNF113B",0
"NUDT14",0
"NGDN",0
"PRKD1",1
"ACOT1",0
"NDE1",1
"ZNF598",0
"THOC6",0
"CDH1",1
"RNF112",0
"KSR1",0
"LASP1",0
"KRT34",0
"LRRC37A2",0
"PELP1",0
"EFCAB3",0
"hsa.mir.6080",0
"TTYH2",0
"SEC14L1",0
"CTDP1",0
"ABCA7",0
"CYP4F11",0
"CACTIN",0
"ANKRD24",0
"AP2A1",0
"KLK13",0
"ZNF615",0
"CCDC106",0
"ZIK1",0
"FCRL4",0
"ATP1B1",0
"C1orf105",0
"ARID4B",0
"ZNF436",0
"OR2T27",0
"MAN1C1",0
"BCAS1",0
"COL9A3",1
"ARFGAP1",0
"MRPL39",0
"IGLV2.11",0
"IGLC2",0
"IGFBP2",0
"RNF25",0
"CLIP4",0
"SPRED2",1
"HEG1",0
"KY",1
"MFI2",0
"MLH1",1
"CCK",0
"PRSS42",0
"OR5H2",0
"C4orf17",0
"ADAD1",0
"NPY1R",0
"NFXL1",0
"AASDH",0
"JAKMIP1",0
"CPZ",0
"PGGT1B",0
"SEMA6A",0
"SLC6A3",1
"ANKH",1
"ZNF622",0
"RMND5B",0
"LRRC14B",0
"IRX1",0
"SYCP2L",0
"WASF1",1
"OR2B6",0
"TRIM10",0
"BTNL2",0
"ZNF318",0
"ICK",1
"PM20D2",0
"CYP2W1",0
"DPY19L2P2",0
"KRBA1",0
"TWISTNB",0
"FTSJ2",0
"GRB10",0
"SEPT14",0
"RDH10",0
"MIR147A",0
"GPR21",0
"NOX1",0
"CSAG1",0
"CTPS2",0
"IL1RAPL1",1
"ATP7A",1
"TMX2",0
"PARPBP",0
"KRT7",0
"SMAD4",1
"FPR1",0
"TRIM58",0
"KLHL21",0
"TTLL9",0
"STAT1",1
"GKN2",0
"EGF",1
"CCSER1",0
"BMP15",1
"TAF3",0
"WAPAL",0
"OR4C3",0
"CCDC83",0
"SBF2",1
"SUOX",1
"CAND1",0
"C1R",0
"DUSP6",0
"NKX2.1",1
"ATP6V1D",0
"HAGHL",0
"CDT1",1
"NUFIP2",0
"PSMC3IP",0
"RANGRF",0
"ATP8B3",0
"FTL",0
"ZNF836",0
"MIR520G",0
"AKNAD1",0
"ARNT",0
"KIFAP3",0
"RGS16",0
"LMOD1",0
"SLC17A9",1
"PTK6",0
"IL10RB",1
"IFIH1",1
"XRCC5",0
"CLHC1",0
"EAF2",0
"C3orf36",0
"ARIH2OS",0
"TBC1D19",0
"HIST1H2BC",0
"TREML1",0
"NPM2",0
"UBQLN1",0
"MAGEA10",0
"NAT10",0
"OR8K3",0
"NUP107",1
"KRT28",0
"GH1",1
"SLC26A11",0
"CTC1",1
"KLK6",0
"ADAM30",0
"COG2",0
"SLC35C2",0
"TADA3",0
"CSN2",0
"ZC2HC1A",0
"LHX3",1
"RMI1",0
"HNRNPH2",1
"SLC6A14",0
"RHOXF1",0
"IRAK1",0
"DUSP13",0
"NFRKB",0
"ANO5",1
"FADS3",0
"TRIM3",0
"THRSP",0
"COX10",0
"C19orf44",0
"OR7G2",0
"MTOR",1
"APH1A",0
"ZSCAN20",0
"EPHA10",0
"TIMP3",0
"UGT1A6",0
"PRKD3",0
"DEFB135",0
"HPS6",1
"CCNY",0
"HTR3A",0
"NAP1L4",0
"LPAR5",0
"TTC8",0
"ZNF768",0
"RP11.80F22.9",0
"SEPT12",0
"CLEC4M",0
"AMY1A",0
"RSPO4",0
"ZAP70",1
"COL23A1",0
"RNF8",0
"PEX6",1
"ADAM7",0
"RBM18",0
"FRA10AC1",1
"C14orf183",0
"CDYL2",0
"ZNF653",0
"SLC17A7",0
"PAFAH2",0
"MIR34A",0
"DTD1",0
"SRSF6",0
"NPBWR2",0
"ECEL1",1
"ANKRD20A8P",0
"P2RY13",0
"SSR3",0
"GLRA3",0
"FZD9",0
"MUM1L1",0
"TYSND1",0
"EXOC3L4",0
"INF2",1
"NOP9",0
"USE1",0
"OR2Z1",0
"PCNA",0
"CCDC115",0
"ABCG8",1
"CAMKMT",0
"PPIL4",0
"LYNX1",0
"SERPINA7",0
"ZMYM3",1
"SMC3",1
"RAG2",1
"AOC4P",0
"PVRL4",1
"RGS1",0
"LPAR3",0
"ABCG1",0
"SREBF2",0
"PRSS45",0
"OR2Y1",0
"CCDC170",0
"SNRNP48",0
"MRPL32",0
"C8orf76",0
"TGFBR1",1
"MFRP",1
"G2E3",0
"TCF12",1
"IL16",0
"SSTR5",0
"ZNF440",0
"BCAM",0
"ZNF586",0
"SLC45A3",0
"SLC45A1",1
"GPBAR1",0
"WDR43",0
"ABCC5",0
"PPIL6",0
"FTSJ1",0
"IL22",0
"TRAV16",0
"CALR3",0
"ZNF790",0
"MCL1",0
"MDM4",0
"DEFB125",0
"ANKRD36C",0
"C3orf22",0
"ZNF518B",0
"EXOC1",0
"MYOZ3",0
"PSMB8",1
"ANO9",0
"ZSCAN29",0
"CYP4F2",0
"ZC3H12A",0
"PTPRA",0
"WFDC8",0
"SF3B1",1
"OR2F2",0
"TTTY11",0
"ABCG4",0
"SERPINA12",0
"FCRLA",0
"RNF207",0
"YIPF4",0
"SUSD1",0
"OR13H1",0
"ARAF",0
"FOLR1",0
"MIR758",0
"IGHV3.64",0
"POTEB2",0
"PRKCSH",1
"ZNF491",0
"LYPD4",0
"C1orf100",0
"LRRC3",0
"SGSM1",0
"CFC1",0
"B3GNT7",0
"TMEM156",0
"ABLIM3",0
"PTN",0
"IQCE",0
"LCN1",0
"MAGEA1",0
"KIF4A",0
"EXOC7",0
"PSAT1",0
"OR51A2",0
"MS4A7",0
"VWCE",0
"DYRK2",0
"KIFC3",0
"E2F4",0
"CHST6",1
"AMY1C",0
"ABCA4",1
"ADM2",0
"MLPH",1
"ECT2L",0
"REPIN1",0
"ELN",1
"GTF2IRD1",0
"AZGP1",0
"AKAP4",0
"RSU1",0
"BIRC2",0
"CATSPER4",0
"GFPT1",1
"ABCG2",0
"RP11.50E11.3",0
"GTSF1L",0
"EPPIN",0
"C4orf46",0
"BRD8",0
"TMEM161B",0
"DNAI1",1
"MPZL2",0
"CRIP1",0
"PPP2R5E",0
"PAPLN",0
"DNM1P46",0
"YWHAE",0
"SRP68P3",0
"KRT13",0
"SS18",0
"PADI3",1
"RGL1",0
"DISP1",0
"GRHL3",0
"SLC32A1",0
"APOBEC3H",0
"ST6GAL1",0
"PRKCD",0
"TERT",1
"GABRA1",1
"C6orf211",0
"MYCT1",0
"RUNX2",1
"ZPBP",0
"GABRE",0
"CNKSR2",1
"P2RY4",0
"GPR143",1
"RSU1P2",0
"SELPLG",0
"KRT222",0
"ACPT",1
"ZNF470",0
"DDX59",0
"NFIB",1
"PACS1",0
"SIPA1L1",0
"CCDC33",0
"PEX11A",0
"ENO3",0
"ZNF45",0
"TMC4",0
"SLC9C2",0
"AIDA",0
"CD8A",1
"TRIM43",0
"DIMT1",0
"SEC63",1
"GNAT3",0
"TRIM55",0
"ST14",1
"GAS2",0
"BDNF",0
"DTX4",0
"OR5A1",0
"C11orf24",0
"HEBP1",0
"GPR18",0
"MIR323B",0
"OR11H6",0
"MIS18BP1",0
"ADCK1",0
"DPEP1",0
"LLGL2",0
"CCDC57",0
"PPP4R1",0
"DENND2C",0
"BANF2",0
"SLC23A2",0
"LINC00207",0
"TNFAIP6",0
"PRDM5",1
"PLAGL1",0
"GPR124",0
"APBB1IP",0
"OR9G4",0
"KLC2",0
"RP11.556N21.1",0
"CKMT1A",0
"OTOP3",0
"TRMT1",1
"MAB21L3",0
"SGSM3",0
"FETUB",0
"RBMS3",0
"AP3S1",0
"AGPAT1",0
"SPDEF",0
"ANKRD6",0
"GHRHR",1
"MMP21",1
"PPP3CB",0
"OR52E6",0
"LHX5",0
"ASPSCR1",0
"LMAN1",1
"AKAP8",0
"RCN3",0
"ANGPTL1",0
"HNRNPU",0
"TESK2",0
"GLP1R",0
"SRPK2",0
"GPR37",0
"HNRNPA2B1",0
"TPST1",0
