Gene,Frequency
MAST3,0.0412979351032448
CILP2,0.0442477876106195
ZNF728,0.0147492625368732
SIRT2,0.00589970501474926
NTNG1,0.0294985250737463
FLG2,0.0678466076696165
PGLYRP3,0.0176991150442478
KCNN3,0.0324483775811209
TMEM79,0.0206489675516224
FCRL5,0.0471976401179941
CD34,0.0147492625368732
RAP1GAP,0.00884955752212389
HLX,0.023598820058997
FBXO28,0.0117994100294985
OR2M2,0.0383480825958702
LRRC41,0.0294985250737463
C1orf173,0.0914454277286136
NOP56,0.0147492625368732
HSPA12B,0.0117994100294985
NCOA5,0.0383480825958702
CCDC116,0.0353982300884956
CABIN1,0.056047197640118
MYO18B,0.103244837758112
LDOC1L,0
NEB,0.168141592920354
MAP2,0.0855457227138643
STK36,0.0294985250737463
NEU2,0.0147492625368732
MAP4K3,0.0206489675516224
C2orf78,0.0294985250737463
MYLK,0.0648967551622419
WNT7A,0.023598820058997
COPB2,0.023598820058997
CP,0.0412979351032448
TBL1XR1,0.0206489675516224
AZI2,0.00589970501474926
PRKAR2A,0.00294985250737463
CCDC71,0.0147492625368732
RNF123,0.0412979351032448
RRP9,0.023598820058997
NISCH,0.0324483775811209
PRICKLE2,0.0176991150442478
VGLL3,0.00884955752212389
BRPF1,0.0383480825958702
CPOX,0.00884955752212389
MFAP3L,0.0176991150442478
PI4K2B,0.00884955752212389
FIP1L1,0.0265486725663717
SORCS2,0.0294985250737463
RAD50,0.0324483775811209
TRPC7,0.0501474926253687
TCOF1,0.0383480825958702
DBN1,0.0265486725663717
RUFY1,0.0265486725663717
MROH2B,0.0589970501474926
PAPD7,0.0206489675516224
HACE1,0.0294985250737463
LATS1,0.0412979351032448
VARS2,0.0294985250737463
MSH5,0.0176991150442478
COL9A1,0.0383480825958702
TNPO3,0.0265486725663717
ABCB8,0.023598820058997
DPP6,0.0619469026548673
KLHL7,0.00884955752212389
PCLO,0.200589970501475
KLHL38,0.0176991150442478
LONRF1,0.0265486725663717
DOCK5,0.0825958702064897
COL15A1,0.0530973451327434
ODF2,0.0294985250737463
FAM166A,0.0147492625368732
ACTRT1,0.0176991150442478
SLITRK2,0.0530973451327434
ZBED1,0.0412979351032448
FAM47C,0.0825958702064897
CXXC1P1,0
KDM5C,0.0324483775811209
FGD1,0.0353982300884956
FAAH2,0.00884955752212389
ZDHHC15,0.0206489675516224
SYTL4,0.0147492625368732
PDCD11,0.0383480825958702
CHEK1,0.0176991150442478
LCP1,0.0206489675516224
NIN,0.0471976401179941
BRCA1,0.0353982300884956
CEACAM6,0.00589970501474926
ATF3,0
ELAVL4,0.0206489675516224
PCK1,0.00884955752212389
FARS2,0.0176991150442478
CARD11,0.0855457227138643
MID1,0.0176991150442478
XIST,0.023598820058997
CUBN,0.103244837758112
GOLGA7B,0.00589970501474926
C11orf53,0.0176991150442478
SLC1A2,0.0117994100294985
LNX2,0.0265486725663717
EXOC5,0.0206489675516224
ELL3,0.023598820058997
GABPB1,0.0117994100294985
TNRC6A,0.0501474926253687
SLC12A3,0.0324483775811209
ZFHX3,0.129793510324484
TRAF4,0.0117994100294985
ALOX15B,0.023598820058997
DSC2,0.023598820058997
FCGBP,0.135693215339233
CEACAM1,0
MAMSTR,0.00589970501474926
PEG3,0.0855457227138643
PRAMEF12,0.023598820058997
PDE4DIP,0.103244837758112
ASTN1,0.0648967551622419
LAMC1,0.0442477876106195
PLD5,0.023598820058997
IQCC,0.00884955752212389
SFPQ,0.023598820058997
PRKAA2,0.0324483775811209
SEL1L2,0.023598820058997
CPXM1,0.0294985250737463
MYT1,0.056047197640118
KRTAP13.3,0.00294985250737463
AP000304.12,0.00589970501474926
ERG,0.0265486725663717
ETAA1,0.023598820058997
EPHB1,0.0589970501474926
PAK2,0.0147492625368732
PXK,0.0117994100294985
ALPK1,0.0353982300884956
MTNR1A,0.00294985250737463
CWH43,0.0176991150442478
CABS1,0.0147492625368732
SHROOM3,0.0471976401179941
HIST1H3B,0.0117994100294985
SYNGAP1,0.0353982300884956
UHRF1BP1,0.0442477876106195
MLIP,0.0265486725663717
LAMB1,0.0530973451327434
DENND2A,0.0206489675516224
DPYS,0.0265486725663717
OC90,0.0147492625368732
CPSF1,0.0471976401179941
KIFC2,0.0176991150442478
CSMD1,0.176991150442478
ZFHX4,0.224188790560472
PSKH2,0.023598820058997
CDH17,0.0294985250737463
ADAMTSL1,0.079646017699115
SPATA31D5P,0.0648967551622419
TMEM164,0.00589970501474926
GPR112,0.0619469026548673
TCF7L2,0.106194690265487
PCDH15,0.147492625368732
TECTA,0.100294985250737
IGF2,0.023598820058997
NADSYN1,0.0206489675516224
LRP1,0.109144542772861
NAV3,0.112094395280236
ZDHHC20,0.0176991150442478
FANCA,0.0501474926253687
ITGAE,0.023598820058997
ACADVL,0.0206489675516224
PTPN14,0.0619469026548673
SZT2,0.0589970501474926
CPT2,0.0117994100294985
LRRC7,0.0855457227138643
AL031666.2,0
SLC4A10,0.0383480825958702
PDGFRA,0.056047197640118
CTNND2,0.0530973451327434
CDH10,0.103244837758112
GRM3,0.0471976401179941
PREX2,0.0943952802359882
CRISPLD1,0.0412979351032448
IMPA1,0.0147492625368732
FRMPD3,0.0678466076696165
COL17A1,0.0471976401179941
MKI67,0.0825958702064897
KLF6,0.00589970501474926
FBXO18,0.0442477876106195
DDX21,0.0117994100294985
LRIT1,0.0324483775811209
SIDT2,0.0294985250737463
CARS,0.0294985250737463
INTS5,0.0324483775811209
TM7SF2,0.00589970501474926
OR2AG2,0.00884955752212389
CCND1,0.00294985250737463
CD151,0.00589970501474926
KNTC1,0.0589970501474926
ABCB9,0.0353982300884956
DNAJC14,0.0117994100294985
HSD17B6,0.0176991150442478
C12orf56,0.00884955752212389
CENPJ,0.0442477876106195
SLC7A1,0.0206489675516224
TSC22D1,0.0383480825958702
PCDH17,0.126843657817109
MYCBP2,0.126843657817109
HHIPL1,0.0117994100294985
LRP10,0.0265486725663717
SYNJ2BP,0.00294985250737463
ALKBH1,0.00589970501474926
CATSPERB,0.0383480825958702
C15orf57,0.00294985250737463
TLN2,0.0412979351032448
DAPK2,0.0176991150442478
TBL3,0.0206489675516224
E4F1,0.0442477876106195
RNPS1,0.0117994100294985
SALL1,0.0737463126843658
HAS3,0.0147492625368732
SCARF1,0.00884955752212389
MYO18A,0.0589970501474926
OR3A1,0.0206489675516224
ERBB2,0.0383480825958702
GHDC,0.0117994100294985
ATP6V0A1,0.0206489675516224
MYBBP1A,0.0412979351032448
GIP,0.00294985250737463
RSAD1,0.0176991150442478
ZBTB4,0.0294985250737463
SGSH,0.00884955752212389
NPC1,0.0412979351032448
LAMA3,0.0943952802359882
GAREM,0.023598820058997
ANKRD12,0.0471976401179941
P2RY11,0.0147492625368732
PDE4A,0.0294985250737463
DNM2,0.0353982300884956
YIPF2,0.00589970501474926
SIN3B,0.0265486725663717
UPF1,0.0412979351032448
TJP3,0.0353982300884956
ZFP36,0.00884955752212389
ZNF574,0.0353982300884956
PNMAL2,0.0324483775811209
GNG8,0
PRKCG,0.0501474926253687
BRSK1,0.0265486725663717
ZNF471,0.0383480825958702
ZIM3,0.0176991150442478
ZNF584,0.0117994100294985
XAB2,0.0383480825958702
TRMT13,0.0206489675516224
EPS8L3,0.023598820058997
SYCP1,0.0324483775811209
ADAMTSL4,0.0619469026548673
DENND4B,0.0678466076696165
C1orf85,0.0147492625368732
C1orf64,0.00294985250737463
NFASC,0.115044247787611
PM20D1,0.0265486725663717
FCAMR,0.0353982300884956
RP11.193H5.1,0.0294985250737463
DLGAP3,0.0530973451327434
LEPRE1,0.0206489675516224
IPP,0.0117994100294985
GLIS1,0.0117994100294985
RP4.705O1.1,0
ZHX3,0.0383480825958702
SLCO4A1,0.0324483775811209
SYNJ1,0.0294985250737463
FAM211B,0.0117994100294985
MICALL1,0.0147492625368732
CPT1B,0.0176991150442478
SULT1C2,0.0117994100294985
KCNE4,0.00884955752212389
LHCGR,0.0324483775811209
PNO1,0.00884955752212389
TET3,0.0737463126843658
SNRNP200,0.0353982300884956
CNNM3,0.00884955752212389
SEMA5B,0.0589970501474926
UBA5,0.0117994100294985
GRIP2,0.0412979351032448
LAMB2,0.0501474926253687
BSN,0.106194690265487
CAMKV,0.023598820058997
CACNA1D,0.0678466076696165
WDR1,0.023598820058997
SPATA5,0.0265486725663717
RAB28,0.00589970501474926
NELFA,0.023598820058997
ZNF721,0.0324483775811209
KIT,0.0471976401179941
PDE6B,0.0294985250737463
UGT2B17,0.0147492625368732
SH3TC1,0.0530973451327434
WDR36,0.0294985250737463
CAMK4,0.0176991150442478
ARAP3,0.056047197640118
SH3PXD2B,0.0353982300884956
CDH12,0.0501474926253687
SDHA,0.0383480825958702
PDZD2,0.079646017699115
PTGER4,0.0176991150442478
MTRR,0.0176991150442478
ANKRD32,0.0294985250737463
TAB2,0.0206489675516224
TAGAP,0.0176991150442478
PRSS16,0.00884955752212389
DXO,0.0117994100294985
TAP1,0.0147492625368732
SBP1,0
TEAD3,0.0176991150442478
KCNK5,0.0147492625368732
MAD2L1BP,0.00294985250737463
EPHB4,0.0294985250737463
SRRT,0.0383480825958702
RELN,0.115044247787611
KCND2,0.0442477876106195
FLNC,0.109144542772861
SDK1,0.165191740412979
ZHX1,0.0147492625368732
PLEC,0.109144542772861
CA2,0.0147492625368732
UQCRB,0.00294985250737463
PAPPA,0.0914454277286136
TLR4,0.0265486725663717
LHX2,0.0176991150442478
PKN3,0.023598820058997
ZDHHC12,0.00884955752212389
C9orf114,0.0206489675516224
TLE1,0.0206489675516224
S1PR3,0.00884955752212389
MAGEA11,0.0206489675516224
CD99L2,0.0117994100294985
L1CAM,0.023598820058997
MAGEE1,0.056047197640118
PGAM4,0.00589970501474926
ITGA8,0.0471976401179941
CDHR1,0.0176991150442478
GRIA4,0.0589970501474926
PRR5L,0.0117994100294985
INPPL1,0.0471976401179941
CREBZF,0.0147492625368732
CIT,0.0442477876106195
ARID2,0.079646017699115
VWF,0.0914454277286136
GRK1,0.00884955752212389
RIN3,0.023598820058997
DMXL2,0.079646017699115
ADAMTSL3,0.0943952802359882
RP11.812E19.9,0.00884955752212389
BCMO1,0.0147492625368732
MAP3K14,0.0206489675516224
ARHGAP27,0.0294985250737463
MTMR4,0.0412979351032448
DNAH2,0.129793510324484
CELF4,0.0324483775811209
ANO8,0.0353982300884956
ZNF724P,0.0206489675516224
SUPT5H,0.0383480825958702
CCDC61,0.0176991150442478
KCNA7,0.00589970501474926
ZNF816,0.0206489675516224
NLRP13,0.0383480825958702
OLFM3,0.0147492625368732
PADI1,0.023598820058997
IGSF21,0.023598820058997
LBR,0.0176991150442478
OR2T6,0.023598820058997
IL12RB2,0.0324483775811209
TYW3,0.0117994100294985
BAGE2,0.0648967551622419
TIAM1,0.0678466076696165
LZTR1,0.0383480825958702
SEZ6L,0.0471976401179941
CDK15,0.00884955752212389
ATG9A,0.0147492625368732
SLC4A3,0.0442477876106195
NGEF,0.0176991150442478
DGKD,0.0442477876106195
HDAC4,0.0442477876106195
ADCY3,0.0353982300884956
SOCS5,0.0294985250737463
MRPL53,0.00589970501474926
LOXL3,0.0324483775811209
ZBTB20,0.0737463126843658
TMEM108,0.0176991150442478
EOMES,0.0442477876106195
SCN5A,0.0914454277286136
CCDC51,0.0147492625368732
SLC26A6,0.0117994100294985
DOCK3,0.106194690265487
SFMBT1,0.023598820058997
FAT4,0.262536873156342
CLDN22,0.00294985250737463
PCDHGA5,0.0707964601769911
GRXCR2,0.00294985250737463
DUSP1,0.00294985250737463
BOD1,0.00884955752212389
RAB3C,0.0265486725663717
ZBTB22,0.0353982300884956
CDYL,0.0383480825958702
RREB1,0.0206489675516224
PCOLCE,0.0117994100294985
KCNH2,0.0265486725663717
FSCN1,0.0176991150442478
AKAP9,0.0943952802359882
LOXL2,0.0412979351032448
CCDC180,0.0501474926253687
DPH7,0.00884955752212389
SLC24A2,0.0530973451327434
UBAP2,0.023598820058997
KIAA1210,0.0294985250737463
GRIA3,0.0265486725663717
TAF1,0.0471976401179941
KLHL4,0.0530973451327434
SLIT1,0.0707964601769911
CRTAM,0.0117994100294985
TIRAP,0.00884955752212389
QSER1,0.0324483775811209
OR51G1,0.0176991150442478
DLG2,0.0648967551622419
GALNT8,0.0147492625368732
PTPRB,0.0619469026548673
HAL,0.0206489675516224
PPL,0.0648967551622419
SPECC1,0.0501474926253687
GPR179,0.079646017699115
GRB7,0.0147492625368732
C18orf8,0.0353982300884956
CDH7,0.0383480825958702
MAST1,0.0353982300884956
ZNF493,0.0265486725663717
APLP1,0.0442477876106195
RALGPS2,0.0147492625368732
RNF2,0.00884955752212389
IFT52,0.00589970501474926
FERMT1,0.0206489675516224
LTN1,0.0353982300884956
COL6A1,0.0471976401179941
TCF20,0.0619469026548673
TAF1B,0.0117994100294985
MTERFD2,0.00294985250737463
ITGB1BP1,0.00589970501474926
KIAA2018,0.0530973451327434
MED12L,0.0707964601769911
RAP2B,0.00589970501474926
ITIH3,0.023598820058997
TRIM2,0.0324483775811209
TLR6,0.0265486725663717
PPBP,0.0117994100294985
GRID2,0.0501474926253687
HK3,0.0412979351032448
HMGCR,0.0176991150442478
LRRC16A,0.0501474926253687
BBS9,0.0353982300884956
ANLN,0.0117994100294985
DLC1,0.079646017699115
