"","gene","exp_hr_coef","hr_pval"
"1183","PPFIA1",0.383340562160963,0.413197774085185
"1184","COL2A1",855865.280960551,0.994720871017427
"1185","DAAM1",0.454976245767944,0.493413919900193
"1186","BTBD7",0.722043977922324,0.787063273528705
"1187","GOLGA6L1",3749358.5585823,0.995384676548855
"1188","ACAN",1.16845180187242,0.887518464690765
"1189","SREBF1",811404.267378719,0.995158784121171
"1190","BZRAP1",1435136.87807864,0.994867960227676
"1191","LAMA1",0.523715273097655,0.450146884959905
"1192","ZNF345",4182281.10326061,0.995743150473787
"1193","RYR1",0.572176850770054,0.500076541002347
"1194","SYT3",NA,NA
"1195","VN1R2",0.842125955645172,0.892550863501367
"1196","PIK3C2B",1879800.40103999,0.995055066336017
"1197","C20orf194",0.688997075811518,0.769508848697218
"1198","CHD6",4504567.91446809,0.995335111858906
"1199","ZNFX1",2992019.5523179,0.99545221030555
"1200","KCNG1",1925843.57962895,0.994830462625608
"1201","DDX17",1684317.91565199,0.996320676990704
"1202","LRRIQ4",0.879229430119975,0.999980434378463
"1203","EFHB",690624.929032592,0.995219529881234
"1204","CCDC13",0.340183700291986,0.458636011191309
"1205","CCR3",0.0207769747815343,0.00816997280499439
"1206","UGT2B4",2.80188920616136e-08,0.993438087119651
"1207","FAM81B",5864105.13268915,0.993745535260478
"1208","MYOM2",0.29968632577502,0.185582856057283
"1209","SPATA31E1",0.281590666842818,0.196873021736435
"1210","RPGR",0.393696770279711,0.418900189782326
"1211","KDM6A",4354672.81545773,0.995478381334829
"1212","ALOX5",952944.046745292,0.994273276744399
"1213","ZC3H12C",5481650.85428129,0.99528898400813
"1214","MUC5B",1.25746850764611,0.78341215744574
"1215","HIPK3",NA,NA
"1216","MPEG1",917501.76272152,0.995114057122445
"1217","CCDC67",NA,NA
"1218","DCLK1",0.45841006987916,0.482425333541212
"1219","SYNE2",0.802648826224258,0.76393807934079
"1220","UNC79",0.171839541718435,0.0251269376807845
"1221","SLCO3A1",0.0939264647902009,0.0439771005518654
"1222","NTAN1",748744.715200357,0.995718958409703
"1223","NES",1.68638769026556,0.639207481522479
"1224","OR2T33",1443679.78206557,0.994956146714664
"1225","CEP104",2681996.49317592,0.994673366288301
"1226","ST6GALNAC3",0.365385649324951,0.390401410936658
"1227","MYO7B",0.357078190459737,0.21314021146936
"1228","KLHL40",688393.766603751,0.995221532906467
"1229","GUCY1A3",3445729.79100878,0.995085185349335
"1230","NMUR2",1439503.69459701,0.995182487913115
"1231","RNF145",1115282.17665894,0.995563597713716
"1232","TTLL2",0.110604073939094,0.0612375075275771
"1233","MYO6",3292214.64378861,0.994840687819184
"1234","PDE1C",0.0962659057728862,0.0669698826717467
"1235","TG",0.64509947706801,0.613263686876397
"1236","FAM160B2",7.0032311198978e-09,0.992612462756797
"1237","CYP7B1",0.210717726413248,0.220786154837503
"1238","FREM1",0.0980162591658744,0.0068603557890783
"1239","MAP7D3",NA,NA
"1240","UPRT",2572032.72606816,0.99610656021601
"1241","SYT12",NA,NA
"1242","DDX54",0.254231860244511,0.229036567860198
"1243","ANO6",2.22376678652694e-09,0.994318744374725
"1244","PLXNC1",0.0774083508517459,0.00671325129873952
"1245","IGHG4",197681.85667919,0.996124535033723
"1246","LCMT2",1214154.25894953,0.995013930511311
"1247","DENND4A",750976.707469531,0.994529088065993
"1248","SRCAP",0.88276717369485,0.909814493102761
"1249","CLUAP1",337512.336670943,0.994746894945303
"1250","CHD9",0.676381933783923,0.656466664804496
"1251","MYH8",2789239.21321833,0.995153938201275
"1252","HELZ",0.324244607590959,0.337712500887025
"1253","ZNF492",0.428557518831889,0.452037443873715
"1254","AMPD1",0.544879269026895,0.604906339681628
"1255","OTUD7B",340804.202501623,0.995481733889497
"1256","F5",1.63707241178693,0.673282771120457
"1257","WDR63",10498590.8305497,0.995792491643216
"1258","CBFA2T2",3092643.06134711,0.995888008177985
"1259","KCNH7",1.17422046887514,0.886627771806288
"1260","FANCD2",522289.149522132,0.995814306536236
"1261","MYH15",656926.27514183,0.995703874227359
"1262","PLCH1",0.907734187860204,0.932022044961465
"1263","SLC22A14",0.0301363735779831,0.016615269457068
"1264","ARAP2",0.670218699288907,0.720558792070979
"1265","DMXL1",0.501534865809322,0.538971518439449
"1266","TRIO",0.261192901756911,0.12840431499775
"1267","RNF180",0.0928613479523734,0.0493741914912292
"1268","SEMA5A",1.25123186331239,0.847782059738777
"1269","ACTL6B",1435638.1160561,0.995681798231055
"1270","SCIN",0.734903697910001,0.809001918542186
"1271","RUNX1T1",0.217969957420101,0.0961600717968356
"1272","MUSK",1966095.06556546,0.995664981230332
"1273","DOCK8",0.342077019058745,0.251986492709732
"1274","SATL1",0.258996401854446,0.289723922053253
"1275","DIP2C",4988765.28878826,0.995654215126775
"1276","HECTD2",0.715185408545906,0.781172247707606
"1277","ATM",1.66033279257542,0.64557414425929
"1278","CDHR5",1177119.36391523,0.995797603137418
"1279","NAALADL1",4076632.47628968,0.995344770950532
"1280","SDSL",1162524.5831072,0.995029138037274
"1281","TMEM132B",5584394.30896202,0.995787571688254
"1282","EP400",0.795826210922586,0.835761668241003
"1283","KRAS",0.477400214050981,0.255401032160503
"1284","TENC1",0.354427675852652,0.367403884768761
"1285","TRIM9",0.225612294426681,0.2421591242088
"1286","IGHV4OR15.8",6912909.08699491,0.995670364018455
"1287","CASC5",1.18504524148032,0.884438050653185
"1288","WDR72",0.0280284236002715,0.014473083085015
"1289","NEIL1",3925172.378201,0.995371311487436
"1290","ERN2",0.769943796456768,0.828029667321837
"1291","ZNF423",1.78378438041029,0.609727941678079
"1292","CES1",1216117.6501446,0.995013339194786
"1293","ABAT",1139446.96777871,0.995036243757127
"1294","KCNH6",6496540.59591046,0.995866429100102
"1295","CHRNB1",2.40461833692722,0.466041188687044
"1296","TTC39C",1785582.24075967,0.994890409895958
"1297","CCBE1",970034.490150716,0.995562723655527
"1298","TSHZ1",725142.829712878,0.995202367971254
"1299","SLC1A6",0.709988897098736,0.76614288229656
"1300","REXO1",5678648.67049804,0.9950176930245
"1301","ZNF676",5142057.78493585,0.994534617082172
"1302","ZNF83",3249580.15077636,0.996008991422507
"1303","RABGAP1L",0.178377952416421,0.130465246559421
"1304","IARS2",3007962.16390453,0.99569683964736
"1305","CHRM3",1.75086306480629,0.625454920944325
"1306","AHDC1",900829.248312426,0.995085430753391
"1307","TRPM2",2196781.49707114,0.994516608510087
"1308","DNAH7",0.639889453934427,0.591617513030475
"1309","GPR156",4725318.94878007,0.99567142853828
"1310","PRR23B",791919.177119948,0.995167897641853
"1311","ZIC4",0.814065888888648,0.858086428957495
"1312","BCHE",607026.733872385,0.995278669475351
"1313","KAT2B",3555747.31372484,0.995262887855246
"1314","TRIM71",7893132.37068212,0.995675944492598
"1315","ROBO2",0.543815368258843,0.474514804536469
"1316","PRSS12",293332.787561605,0.995538965045699
"1317","TRPC3",5859989.04280297,0.995212741083853
"1318","OTOP1",934224.438976002,0.995107461292194
"1319","KIAA1211",0.167857158292705,0.129705420277967
"1320","LPHN3",11047838.6425983,0.995216407102924
"1321","PCDHB7",3583623.68403241,0.994034895796962
"1322","PCDHB11",2338347.4207966,0.995212304723864
"1323","ARHGEF37",0.860706433925767,0.999981481987308
"1324","ANXA6",0.131728843386488,0.111682807203764
"1325","PRDM9",0.802797162642617,0.84257101023348
"1326","GRIK2",0.289204684441165,0.102641420960623
"1327","LAMA4",0.490672531498095,0.41016675667018
"1328","F13A1",1332454.80465181,0.994982520426533
"1329","CTTNBP2",5392568.42071014,0.995531067468875
"1330","OR2A5",0.863905024286322,0.999982048967855
"1331","SSPO",0.908614307963272,0.931221539645502
"1332","ABCA13",2.9215381540105,0.320525377709804
"1333","RSPH10B2",754834.847752711,0.995185190792639
"1334","ANK1",2640755.85238279,0.994903917233385
"1335","KCNS2",0.136816441070341,0.0896387051956751
"1336","KIAA0368",3412306.79209776,0.995412881368924
"1337","RC3H2",0.0734015966312652,0.041003539275975
"1338","FRMPD1",1.87345803868812,0.577305340544141
"1339","PTPRD",4679991.0412925,0.995333527646404
"1340","IARS",NA,NA
"1341","BCORL1",0.520165957263086,0.45383941933178
"1342","POLA1",0.268179708793766,0.301186334751291
"1343","PCDH11X",1.2022310303922,0.867606091717627
"1344","ABCC2",0.542568683788626,0.601124186121744
"1345","KNDC1",3139236.62064769,0.995506104621143
"1346","USP54",0.625546133113605,0.689930585872004
"1347","ITIH2",0.250424334524502,0.276261085432774
"1348","SORL1",1942789.18442251,0.995715955729518
"1349","PLEKHA7",0.382007467058824,0.45021233857191
"1350","NELL1",0.576963157267135,0.648093784593754
"1351","TUT1",0.879189685699183,0.999980117170761
"1352","PRKRIR",1651043.32835099,0.994915876592708
"1353","MYO1H",2741264.42465897,0.995365436271434
"1354","RPH3A",1369687.47013575,0.995753930818141
"1355","MED13L",4367812.33365367,0.995691933430327
"1356","DDX11",1350162.97412317,0.996372577640635
"1357","KMT2D",0.436344894428759,0.265486607579075
"1358","DIP2B",0.785023892220294,0.832924896635146
"1359","LGR5",NA,NA
"1360","KCNC2",4296157.52898196,0.994583846893168
"1361","OTOGL",0.262836613528383,0.238831785473611
"1362","ATP8A2",0.211307803267323,0.184556781544961
"1363","KLHL1",4543436.57196768,0.995947242184407
"1364","SLITRK5",0.0511334018497065,0.0140459195769392
"1365","GPC6",0.45562220012716,0.493800274790576
"1366","PCNX",0.520561577688146,0.607687350676896
"1367","MKRN3",0.156519533441098,0.0819779246314123
"1368","HERC2",0.345849583223325,0.213184234517682
"1369","CEP152",1347838.89524023,0.994979353331154
"1370","SLTM",1352960.49606555,0.99497810185396
"1371","SYNM",2.89296413212286e-08,0.993160425118158
"1372","CACNA1H",1.03006817583218,0.978367688868925
"1373","ZNF19",1172194.64741336,0.995026296950347
"1374","GAN",0.657940290899818,0.74193257742996
"1375","MYO15A",1635791.82968972,0.99426199487182
"1376","SUPT6H",0.461233399096046,0.386595669524618
"1377","TRAPPC8",5141993.20156582,0.995303267662494
"1378","SETBP1",0.31215454465483,0.359544035723364
"1379","COL5A3",1209606.00284549,0.994999040879372
"1380","ZNF208",0.337348703112795,0.338552647318579
"1381","ZNF536",0.177116816910808,0.132131082324745
"1382","HKR1",2474145.27048333,0.99484390705633
"1383","ZNF780B",0.234000905656503,0.25447622334045
"1384","PSG7",7847141.21250684,0.995821454128568
"1385","ZNF227",2274186.18547617,0.994599929580089
"1386","MED25",1662674.14809435,0.994987874383686
"1387","SHANK1",0.293839008457208,0.164593848176825
"1388","ZNF320",600170.204474381,0.995271380584558
"1389","NLRP7",1.21397526374911,0.865687473037302
"1390","ZNF416",0.223236161857049,0.112646078146165
"1391","SEC22B",0.172817114543531,0.228066644637968
"1392","ATP8B2",1196063.40205988,0.994336035872467
"1393","DCST2",6031571.00305267,0.994193407101292
"1394","OR10J1",0.560689087282384,0.630925949076119
"1395","METTL13",1.23246708506538,0.858009583212777
"1396","TNR",0.988923200244547,0.99199798620407
"1397","TAS1R2",0.421406250687504,0.447035742433013
"1398","EPRS",5495450.56238231,0.993828412963871
"1399","USP48",689634.524400242,0.994564770896435
"1400","SIPA1L2",0.332103012534612,0.26036199715048
"1401","ZMYM1",0.331517242224071,0.386755958716889
"1402","ZSWIM5",390562.701170087,0.995902796338923
"1403","LPHN2",0.707785274443103,0.763550476962224
"1404","CRNKL1",425767.741044077,0.996583523996445
"1405","KIAA1755",5586705.92881252,0.995808131363015
"1406","ADAMTS5",1684697.66632721,0.995166533896363
"1407","DOPEY2",1431859.40978298,0.994269098986683
"1408","CCT8L2",501609.868916745,0.995335826709876
"1409","L3MBTL2",0.905273310164171,0.937597500907436
"1410","ADAM23",0.0502426625044037,0.039925119564343
"1411","ZNF142",3541594.39072557,0.99539331881513
"1412","ASIC4",0.101327810088415,0.0521877004399073
"1413","CUL3",0.588137527253152,0.650415245778785
"1414","DIS3L2",4903837.44809071,0.994708912014195
"1415","NRXN1",0.336720114225933,0.210146927939233
"1416","PLEK",574677.017893483,0.995285441661128
"1417","LRRTM4",6291979.46083826,0.995915255472896
"1418","IMPG2",0.250204083057684,0.277721805244153
"1419","ARHGAP31",0.457864348428411,0.369666936274227
"1420","POLQ",0.684193925868223,0.676665862519623
"1421","PARP14",0.114359650700038,0.0549993083732877
"1422","RASA2",1033174.46673374,0.99507112904867
"1423","ZBBX",0.515985710904594,0.559791178729678
"1424","YEATS2",0.325754056725429,0.291883227455217
"1425","STAB1",1.6763452048277,0.641162772804134
"1426","FHDC1",7389491.0251143,0.995268748493536
"1427","TENM3",1.27175250015838,0.825919869685557
"1428","ATP10D",3008487.67067537,0.995191196423516
"1429","HELQ",1044571.42702581,0.995067203711205
"1430","PCDHA2",0.228357580772208,0.105317952297194
"1431","PCDHA12",2357085.74798065,0.994982379769966
"1432","PCDHGA10",0.272236006359189,0.308049189697363
"1433","PCDHGB7",3091256.78222573,0.995510697151842
"1434","ADAMTS12",1785289.71852412,0.994909265970809
"1435","ITGA2",777227.465103128,0.995174520594879
"1436","SKIV2L2",5187558.45496719,0.994285253356344
"1437","SV2C",0.277451896315388,0.274570717212894
"1438","TTC37",1230270.25498816,0.994324875263766
"1439","FRK",0.307024017827408,0.330471748495808
"1440","UTRN",0.531170430504616,0.577537713032889
"1441","GRM1",0.580809941228612,0.652283230209415
"1442","SLC44A4",0.827569638432993,0.871646301503702
"1443","KIF6",0.256228068483496,0.258412451818374
"1444","TINAG",0.0963346668812672,0.0663860447856975
"1445","COL12A1",0.712991731683283,0.757827714626678
"1446","MDN1",0.401735950990302,0.188677827756936
"1447","GPR22",5524358.66636614,0.995719908207374
"1448","BRAF",0.298713584476685,0.27020958525566
"1449","RBM48",890397.590100117,0.995124848941132
"1450","RP1L1",2355298.93948656,0.995482168402576
"1451","DLGAP2",0.233409677590735,0.0951287654857023
"1452","TEX15",0.191079842742733,0.0701923769517445
"1453","ADAM9",0.387427538426436,0.372951523459038
"1454","ADAM2",0.244842641956156,0.243980869002882
"1455","TRPA1",0.330320284724358,0.180306412467922
"1456","CPQ",1.11284763689255,0.929659363925243
"1457","MURC",0.657170068404171,0.727635941291886
"1458","ALDOB",221749.170040421,0.994923846855385
"1459","ZNF483",0.0548887949030785,0.0231785824450906
"1460","ASTN2",0.344118563609221,0.215414433865248
"1461","MPDZ",0.290560252718464,0.290575225308482
"1462","PRRC2B",0.226665082813316,0.218779190985799
"1463","CCDC171",869603.359717174,0.995322292351048
"1464","BNC2",0.964323482957859,0.973776705451161
"1465","TRPM3",0.141905649509612,0.0185743863272712
"1466","TMEM2",0.901041081209854,0.929006488700866
"1467","COL4A5",3603842.60061132,0.99507193662152
"1468","TRPC5",NA,NA
"1469","TLR8",NA,NA
"1470","PRLHR",11814651.4599171,0.995766056640651
"1471","C10orf90",0.322525265150309,0.373669497268518
"1472","DOCK1",3385954.85647227,0.994949713189333
"1473","ZEB1",3529537.57759672,0.995988115968573
"1474","RBP3",3628924.24304797,0.995133935034526
"1475","MMP13",4240200.25556192,0.995978160427119
"1476","NAV2",1967597.1443558,0.995031250386389
"1477","KIAA1549L",1957624.17719355,0.995195417793166
"1478","MYBPC3",1.60189029489166,0.677479659782635
"1479","OR5L2",9.48543783319549e-08,0.994173136326574
"1480","UTP20",0.662801860040473,0.716677125379021
"1481","TBX5",1.25607491014701,0.845394156140449
"1482","TBX3",0.103008395777237,0.0443649231449638
"1483","TMTC1",4301800.38951106,0.995347648560418
"1484","KRT72",711371.81458827,0.994312293092555
"1485","ARHGAP9",0.145662781830742,0.0959510595970084
"1486","B4GALNT1",5391341.72092823,0.99366149934704
"1487","SRGAP1",0.799479060637792,0.852616251508432
"1488","SLC6A15",3823965.55295635,0.994049333367104
"1489","MGAT4C",0.470919060546088,0.531433190513697
"1490","SOHLH2",1369063.42728402,0.994974007965436
"1491","DACH1",1049585.01713576,0.995831896907728
"1492","BRF1",884841.132495563,0.995884210536492
"1493","TEP1",950592.992456423,0.995500581938542
"1494","ADAM21P1",0.391686638415422,0.42262738319286
"1495","YLPM1",1.14323810923039,0.903879526877866
"1496","MLH3",4770897.49223851,0.9953272989687
"1497","SLC24A4",4951307.2490155,0.995214627389743
"1498","SCAPER",0.549031055232268,0.60974824711188
"1499","EFTUD1",0.796417501838991,0.845521769109752
"1500","ALPK3",0.682580770526813,0.739791501852995
"1501","SETD1A",1421357.60978139,0.99574576914565
"1502","ITGAX",NA,NA
"1503","ZSCAN32",0.109105560118204,0.0667979510687604
"1504","CREBBP",0.132200613286521,0.0205025050359914
"1505","RPGRIP1L",1419416.74337219,0.994964221599335
"1506","CDH11",5676694.19273124,0.995662565743425
"1507","PKD1L2",0.478042514048068,0.35948958074334
"1508","RAB34",0.51896595538277,0.606092356817712
"1509","ZZEF1",NA,NA
"1510","KIF18B",0.769564039888261,0.822902702693102
"1511","TANC2",4333713.1945135,0.995085471506438
"1512","ABCA8",1326063.07513906,0.994985804265928
"1513","CASKIN2",0.48920468676677,0.542823084616357
"1514","PER1",0.0894094295730611,0.0456748005687099
"1515","CCDC178",0.656625708604385,0.740682175071677
"1516","RNF165",2102541.33203933,0.99521604426463
"1517","ADNP2",0.0524510611475641,0.0154442522652954
"1518","EMR2",406903.315598673,0.996412554382254
"1519","KMT2B",0.27557839184195,0.136858749000653
"1520","PLEKHG2",0.677757154972987,0.730206925400167
"1521","LIPE",505326.241929654,0.995823406548787
"1522","ZNF211",2418358.71758901,0.994826402003386
"1523","VCAM1",1.66148702995286,0.691049604723513
"1524","PTGFRN",3812809.0966352,0.995562955361487
"1525","FMO5",0.710137705726909,0.776016779022649
"1526","HRNR",0.642184485197059,0.602555938872316
"1527","FCRL3",1056193.58883727,0.99615744954958
"1528","ADCY10",5512007.54133427,0.99556723730963
"1529","FMO1",1541652.07456508,0.996191476742983
"1530","LGR6",278246.876652165,0.996012283752321
"1531","CNTN2",0.421547980984724,0.49724007714271
"1532","HEATR1",0.34332829475278,0.343274607322249
"1533","ACTN2",0.25846754457524,0.167727275687325
"1534","RGS7",0.0543426605625451,0.045938251017985
"1535","OR2L3",5548989.14379803,0.995137497983411
"1536","OR2M3",0.0297506337698995,0.0161514247005125
"1537","AIM1L",155341.401297505,0.99620374143224
"1538","COL16A1",5044072.74476135,0.995443830674711
"1539","ZYG11B",0.115812628826309,0.139182949478637
"1540","ELTD1",3595479.37800333,0.994833468741895
"1541","SLC24A3",2346835.60946154,0.996004068779722
"1542","SULF2",3150062.23225635,0.994446122523659
"1543","DOK5",0.236773900551453,0.258293900819082
"1544","LAMA5",3668247.3071127,0.993825179166778
"1545","SMARCB1",1560956.14657412,0.994430939467014
"1546","RAD51AP2",1576829.50004424,0.995983411752213
"1547","OTOF",4217563.59472906,0.995128019437832
"1548","CTNNA2",0.182794240632871,0.0699088860450253
"1549","SMYD1",0.285687852507122,0.325553352490656
"1550","PLXNA1",1.73129449532957,0.622130068892027
"1551","ZIC1",19096275.3501967,0.99360757281019
"1552","GPR149",0.29807520448358,0.292950666920998
"1553","FYCO1",1746726.77676531,0.994904761562499
"1554","CDC25A",428087.773729083,0.995394219547327
"1555","CELSR3",0.597138941390729,0.649655850485172
"1556","FAM208A",14196154.2558531,0.994839424998049
"1557","GPR15",686105.832967222,0.994412696626564
"1558","DKK2",NA,NA
"1559","SEC24D",6311035.39349539,0.995610792061614
"1560","RXFP1",5.23954350176036e-08,0.995089420369756
"1561","TACC3",10699748.7858692,0.995143843687605
"1562","VEGFC",0.350973596444874,0.410169976632401
"1563","N4BP2",0.710017900739285,0.769807588261762
"1564","UBA6",0.41170879490929,0.442488411835254
"1565","PPIP5K2",0.629050902935766,0.716330039977801
"1566","FBN2",0.740488288949076,0.787712738061271
"1567","PCDHAC1",1.46925447012734,0.737273866658879
"1568","PCDHGC4",0.262907690633967,0.268852164300846
"1569","SH3TC2",913992.329038264,0.995115730465796
"1570","PPARGC1B",0.192985757810112,0.153523196736313
"1571","SGCD",646218.601618038,0.996329045639447
"1572","IL7R",0.268192990748195,0.150053659963666
"1573","NIPBL",0.53952256830429,0.583351064252109
"1574","MAP3K1",1529812.6002337,0.995140754634448
"1575","BDP1",0.282651328838866,0.178881450838653
"1576","MCCC2",0.193876798894316,0.259717200575984
"1577","KIAA0825",0.53531818162875,0.582479843997053
"1578","ZDHHC14",0.0741480775646705,0.0322476992267271
"1579","DDR1",1867610.18761212,0.995967394825263
"1580","TRERF1",0.202827231785515,0.161627366214737
"1581","CAPN11",NA,NA
"1582","ZNF451",0.347886455203485,0.227248837661173
"1583","KMT2E",0.303036028480817,0.191013289211599
"1584","TMEM168",0.328786474976881,0.381361505061948
"1585","TBXAS1",2120346.84247731,0.994414208734227
"1586","KEL",514720.826073327,0.99581797886316
"1587","CUL1",3039856.53560616,0.995576922506575
"1588","AOC1",0.345102607334592,0.378129991321591
"1589","NOM1",NA,NA
"1590","WDR60",1.14823209193064,0.904171503700696
"1591","HDAC9",0.283992027124551,0.296055302433943
"1592","ABCB5",0.326835495464781,0.146520766308225
"1593","GLI3",0.259709403877135,0.227884551810181
"1594","NPC1L1",1087728.07942272,0.994739790141951
"1595","GTF2IRD2P1",0.256007251831392,0.349054759138297
"1596","ZNF804B",2.52494812019594,0.399553651282721
"1597","CASD1",961496.588055924,0.995096983587326
"1598","EXT1",5629461.52201777,0.995298325386983
"1599","UNC5D",2890936.13562919,0.995341488581109
"1600","PRKDC",0.391325574613144,0.276949061016255
"1601","ANGPT2",0.114968963883196,0.0733870553180464
"1602","KCNB2",0.653980585419823,0.703951335955626
"1603","GARNL3",0.854069460905168,0.890809682808064
"1604","JAK2",0.528263974792411,0.615490535930362
"1605","GPR50",NA,NA
"1606","HPS1",1237031.49970078,0.996393791909968
"1607","PPRC1",0.287338966347205,0.172742668825623
"1608","CCDC147",0.345861812908396,0.378900711813916
"1609","EBF3",2436492.20253912,0.995516326810862
"1610","TTC40",0.286190781467782,0.28518562052046
"1611","ADAM8",0.0969394360244543,0.108919342858852
"1612","SLC39A12",1658191.51534852,0.994919647840865
"1613","PLXDC2",1107225.0674805,0.995046392880055
"1614","MLLT10",552018.674546458,0.995299208128013
"1615","ARHGAP21",2005568.33308832,0.996177276190571
"1616","SVIL",3382189.00625068,0.994413077107431
"1617","ANKRD30A",0.203902885015272,0.167442188766301
"1618","ZNF33A",0.354291155606407,0.3773286355749
"1619","ZNF37A",0.575888051188165,0.631216785189818
"1620","ERCC6.PGBD3",1419091.40247613,0.994961094826074
"1621","SLC18A3",2410332.75039016,0.994865478530629
"1622","UNC5B",0.570225717750569,0.530651252028224
"1623","KCNMA1",2130041.00673116,0.994862798029143
"1624","GRID1",2535783.25702381,0.995858678250771
"1625","MMRN2",0.730689351571318,0.788952741820772
"1626","BTAF1",0.29211760160778,0.334258809228241
"1627","PLCE1",0.717822689105053,0.7072875097377
"1628","TLL2",4537485.54975408,0.995893644084824
"1629","R3HCC1L",0.0827871018426663,0.0513435304773999
"1630","TRPC6",2035138.80130259,0.994511541847578
"1631","MUC6",7991092.85831981,0.994782381331957
"1632","MMP12",0.177171468891431,0.15242678331746
"1633","DYNC2H1",1.04741972168755,0.95639878505782
"1634","DDI1",0.577293580796333,0.63285323952896
"1635","RDX",0.0942922321035828,0.0640054836381085
"1636","BCO2",0.602910675969151,0.690875469194279
"1637","CEP164",4423536.74259282,0.99457667650427
"1638","USP47",0.587074798193484,0.649145083816395
"1639","ROBO4",0.19567427239952,0.158454506527822
"1640","ARHGAP32",3285132.7950692,0.996006225155149
"1641","SOX6",4607087.04679517,0.995093963959382
"1642","PIK3C2A",NA,NA
"1643","SLC6A5",0.368460652660614,0.407080669672982
"1644","SLC17A6",4917483.8285261,0.994283868990459
"1645","DCDC1",0.875086446253354,0.883202957417599
"1646","PAX6",0.145388874461801,0.130054151437885
"1647","OR52K1",0.103818756978189,0.0625102048532416
"1648","CHST1",923330.538200446,0.995612656202154
"1649","DGKZ",0.665657787323274,0.719782017811062
"1650","OR4X1",NA,NA
"1651","OR51S1",0.396580518671241,0.443105734927988
"1652","MMP26",1626804.19220753,0.99486632823613
"1653","OR4C46",2054768.5671884,0.99485050916615
"1654","OR4A16",0.0785476553445766,0.0468955759101239
"1655","OR4C16",1.22385100306206,0.873715065460887
"1656","OR4C6",NA,NA
"1657","OR5D14",NA,NA
"1658","TRIM51",2145090.6000031,0.995150482515145
"1659","OR5F1",1218111.85269345,0.996299415958531
"1660","OR5R1",0.669355081463266,0.727666046980003
"1661","TRIM34",3212066.12855924,0.995958182606527
"1662","OR52E4",1846832.85239092,0.994675998010611
"1663","CCKBR",2081026.38894826,0.995774504800654
"1664","PPP2R5B",0.0464679314181604,0.0353701074308394
"1665","CATSPER1",0.0962566580535757,0.108261857533929
"1666","NPAS4",1015154.65802272,0.99644415904049
"1667","NLRP14",0.223954563463678,0.239472248813929
"1668","C2CD3",0.562505915098698,0.622505718861486
"1669","INTS4",0.220203437245881,0.236821212010279
"1670","TENM4",6883920.03585285,0.994786247358196
"1671","NLRP10",1.14171968824043,0.908057542886858
"1672","FOLH1B",2391517.38865168,0.994137178613843
"1673","CNTN5",0.773823741131251,0.769951630166441
"1674","UHRF1BP1L",NA,NA
"1675","ANO4",NA,NA
"1676","PAH",1407211.30119702,0.994963743582857
"1677","ALDH1L2",0.126339141700669,0.0871310105315902
"1678","NUAK1",0.306623178887383,0.303827676463481
"1679","POLR3B",1.30733992262601,0.815481752967813
"1680","RFX4",0.367241072504065,0.491672287780694
"1681","WSCD2",0.323299921135555,0.348095417919936
"1682","TMEM119",NA,NA
"1683","SBNO1",0.119929992405793,0.0962535107958298
"1684","GUCY2C",879254.66914918,0.995129879599231
"1685","SLCO1B1",1626685.86840497,0.995642218389324
"1686","LINC00477",0.647910087385919,0.697760313035637
"1687","IQSEC3",NA,NA
"1688","OVCH1",0.897997209008662,0.925447412457798
"1689","PKP2",9946722.41522672,0.995806020804042
"1690","PUS7L",0.880521572529009,0.999980492884797
"1691","KCNH3",613336.662320007,0.99446868122876
"1692","KCNA1",9038803.91061902,0.995471926845151
"1693","KCNA5",4021750.9556249,0.994075938431549
"1694","KRT6B",0.146238678812447,0.102430348098184
"1695","KRT71",3591491.62154829,0.994833852246176
"1696","KRT74",0.117639854489123,0.0946346980212532
"1697","PDE1B",NA,NA
"1698","NACA",0.124299434349312,0.0758016546107818
"1699","MYO1A",0.198950868625267,0.180957109422362
"1700","GLI1",0.823329492045124,0.865513378705059
"1701","KIF5A",4109449.4264157,0.995703554892179
"1702","AVPR1A",3394918.31115785,0.995240486752294
"1703","CPSF6",0.263238634171401,0.21012350692084
"1704","TRHDE",0.246214351849503,0.112973151955291
"1705","CD163",0.151048922325439,0.107507544831089
"1706","PPFIA2",0.487562884711821,0.532752209944396
"1707","TPP2",0.445909502907639,0.503197249498945
"1708","BIVM.ERCC5",3896280.06657883,0.995964256135031
"1709","TUBA3C",0.152424469018922,0.0293048087427544
"1710","ZMYM2",687816.236246085,0.995744691668655
"1711","MIPEP",0.0241230384164739,0.0109443187443028
"1712","ATP12A",1458371.68405372,0.994954961480854
"1713","SPG20",0.957943345789389,0.970668104228274
"1714","FREM2",0.945707914878872,0.959810757192952
"1715","AKAP11",1.02004748180224,0.985923308789589
"1716","RCBTB2",2878422.06579176,0.9957999567991
"1717","ALG11",2951156.41697604,0.995858130812526
"1718","RP11.248G5.8",507000.144908061,0.995333696961861
"1719","CKAP2",0.0818968001191129,0.0387584398543541
"1720","PCDH20",0.260142332065704,0.125659342908956
"1721","PCDH9",2.40021828135608,0.430800166453048
"1722","SLITRK1",932874.257016004,0.994437879211188
"1723","DOCK9",0.0858681132845971,0.0064004085841807
"1724","OR4Q3",0.0355521386528978,0.0222876503141601
"1725","FSCB",1823547.67298424,0.994886758886249
"1726","FAM179B",0.237490632885346,0.219504248574525
